,city,decade,Income ($)
4725,Pago Pago,1910,9000
4726, Asia,19,17200
4727,Kralendijk,20,5400
4728, Western Asia,21,11600
4729,Dakar,1930,20900
4730,Hanoi,1930,9000
4731,Zagreb,1950,3100
4732,Bujumbura,1950,12400
4733, Europe,19,9300
4734,Brasilia,1920,20900
4735,Budapest,1940,24100
4736,Rabat,20,9300
4737,Havana,1950,12400
4738,Malabo,1920,11600
4739,Plymouth,1930,9000
4740,Canberra,1940,22200
4741,Kralendijk,1930,39500
4742,Riyadh,1930,6500
4743, Europe,19,9300
4744,Guatemala City,1850,11600
4745,Tegucigalpa,1910,9300
4746,Pristina,1940,17200
4747,Asuncion,1910,22200
4748,Muscat,1940,20900
4749,Beijing,1910,38600
4750,Rome,1920,5400
4751,Ankara,1900,12400
4752,Funafuti,1930,24100
4753,Damascus,20,9300
4754,Niamey,1940,20900
4755,Pyongyang,1970,11600
4756,Khartoum,1910,20900
4757,Port Louis,1930,9300
4758, Asia,19,12400
4759,Kinshasa,1940,9000
4760,Vaduz,1950,12400
4761,Prague,1920,3100
4762,San Jose,1890,9300
4763, Americas,19,11600
4764,Nouakchott,19,20900
4765,Brazzaville,1920,9000
4766,Doha,1880,11600
4767,Cairo,19,9000
4768,Nicosia,1930,9000
4769,Mata Utu,19,9000
4770,Bogota,1920,9300
4771,Bujumbura,19,24100
4772,London,1880,20900
4773,Tallinn,1910,11600
4774,Road Town,1920,17200
4775,Kuala Lumpur,1910,6500
4776, Americas,19,24100
4777,Banjul,1900,9000
4778,Marigot,1900,9300
4779, Asia,19,9000
4780,Yamoussoukro,1910,12400
4781,Sanaa,20,43100
4782,Kingstown,1910,12400
4783,Kingston,1940,9300
4784,Bishkek,1920,24100
4785,Sofia,1920,9300
4786,Caracas,1890,12400
4787,Paris,1940,9000
4788,Moscow,1940,34700
4789,Minsk,1920,20900
4790,Palikir,1930,9300
4791,Dushanbe,1900,5400
4792,Kralendijk,1930,20900
4793,Gaborone,19,9000
4794,Pristina,1890,3100
4795,Basse-Terre,1890,9300
4796, Europe,20,11600
4797,Khartoum,1930,22200
4798,Vilnius,1910,17200
4799, Eastern Africa,20,9300
4800,Freetown,19,6500
4801,Singapur,1890,9300
4802,Canberra,1920,17200
4803,Stanley,1900,22200
4804, Europe,19,25800
4805,Port Moresby,19,5400
4806,London,1880,9300
4807,Algiers,1930,17200
4808, Europe,19,20900
4809,Roseau,1910,6500
4810,Port-aux-Francais,19,17200
4811,Bratislava,1890,34400
4812,Lusaka,1930,17200
4813,Jakarta,1940,5400
4814,Taipei,1890,9000
4815,Bangui,1940,9000
4816,San Jose,1940,3100
4817,Santiago,20,43100
4818,Banjul,1910,9000
4819,Bogota,1890,24100
4820,Bern,1940,12400
4821, Americas,19,9000
4822,Prague,1940,20900
4823,San Salvador,1950,11600
4824,Torshavn,1940,12400
4825, Europe,19,9300
4826,Asuncion,20,6500
4827,Tbilisi,1950,6500
4828,Oslo,1890,9300
4829, Eastern Africa,18,17200
4830,Suva,1890,9300
4831,Macao,1900,6500
4832,Tirana,1950,9300
4833,Ankara,1920,17200
4834,Guatemala City,1950,9300
4835, Asia,19,9000
4836,Bangkok,1940,20900
4837,Tirana,1950,22200
4838,Diego Garcia,1930,3100
4839,El-Aaiun,1890,20900
4840,Montevideo,20,34700
4841, Europe,19,9300
4842,Yerevan,1930,6500
4843,Port-aux-Francais,1930,22200
4844, Central America,21,6500
4845,Plymouth,1940,3100
4846,Bern,1930,17200
4847,Mata Utu,1940,9300
4848,Chisinau,1930,5400
4849,Andorra la Vella,1950,20900
4850, Americas,19,11600
4851,Bangui,20,12400
4852,San Salvador,1910,17200
4853,Paris,1930,25800
4854, Americas,19,9000
4855, Asia,19,5400
4856,Saint-Denis,19,12400
4857,Dakar,1910,9300
4858,Bogota,1930,5400
4859, Oceania,20,9300
4860,Tokyo,1950,6500
4861,Bujumbura,1920,6500
4862,Honiara,1930,39500
4863,Manama,1910,12400
4864,East Jerusalem,1920,3100
4865,Brazzaville,19,11600
4866,Kingston,1900,11600
4867,Cairo,1920,12400
4868,Monrovia,1890,9000
4869,Nuku'alofa,1910,6500
4870,Port-au-Prince,1940,12400
4871,Harare,1940,9300
4872,Taipei,20,11600
4873,Buenos Aires,1940,11600
4874,Havana,1940,6500
4875,Gibraltar,1920,24100
4876,Flying Fish Cove,1940,12400
4877,Canberra,19,20900
4878,Guatemala City,1940,12400
4879,Kabul,1940,42800
4880,Tunis,20,9000
4881,Cayenne,1920,11600
4882,Honiara,1880,5400
4883,Bangui,1900,12400
4884, Asia,19,24100
4885,Conakry,1890,6500
4886,Hong Kong,1880,6500
4887,Melekeok,1900,34400
4888,Bujumbura,1960,9000
4889,Riga,1910,9300
4890,Vienna,1920,20900
4891,Warsaw,1920,6500
4892,Yaounde,1930,22200
4893,Willemstad,20,3100
4894,Accra,1940,9000
4895,Stockholm,1950,11600
4896, Europe,20,9000
4897,Bogota,1930,9000
4898,San Jose,1940,20900
4899, Europe,19,9000
4900,Panama City,1930,24100
4901, Americas,19,11600
4902,Santiago,1930,20900
4903, Asia,19,6500
4904,Stanley,1940,12400
4905,Abuja,1930,9300
4906,Skopje,1940,12400
4907,Athens,1910,11600
4908,Accra,1940,25800
4909,San Juan,1890,34400
4910,Vilnius,1900,43100
4911,Athens,1910,9300
4912,Mexico City,1910,3100
4913,Canberra,1930,11600
4914,Port-aux-Francais,1920,17200
4915,N'Djamena,20,5400
4916,Bridgetown,1950,20900
4917,Warsaw,1920,22200
4918,Copenhagen,1900,5400
4919,Pago Pago,1940,20900
4920,Managua,1950,9300
4921,El-Aaiun,1920,43100
4922, Asia,19,12400
4923,Reykjavik,1930,9300
4924,Nuku'alofa,1910,9000
4925,Santo Domingo,1920,17200
4926,Algiers,1910,9000
4927,Windhoek,1930,9300
4928,Port Louis,1920,9300
4929,Moscow,1930,6500
4930,Road Town,1920,6500
4931,Flying Fish Cove,1930,6500
4932,Tehran,1920,22200
4933, Asia,19,12400
4934,Mata Utu,1920,20900
4935,Gustavia,1940,24100
4936,Algiers,1890,25800
4937,Islamabad,1950,9000
4938,Hong Kong,1910,11600
4939,Riga,1910,9300
4940,Baku,1940,25800
4941,Road Town,1910,38600
4942,Hamilton,1910,9000
4943, Americas,19,17200
4944, Americas,19,9000
4945,San Juan,1920,24100
4946,Astana,1930,25800
4947, Caribbean,20,9300
4948,Kampala,20,9300
4949, Oceania,20,17200
4950,Bogota,1920,9000
4951,Suva,1940,9000
4952,Nay Pyi Taw,1940,9300
4953,Ashgabat,1940,9000
4954,Palikir,19,9000
4955,Budapest,1940,6500
4956,Pago Pago,1930,9000
4957, Central America,20,22200
4958,Maseru,1880,22200
4959,Longyearbyen,1940,22200
4960,Budapest,1920,9300
4961,Charlotte Amalie,1920,6500
4962,Paramaribo,1910,43100
4963,London,1880,9300
4964,Beirut,1910,12400
4965,Kralendijk,20,5400
4966, Europe,19,24100
4967,Yamoussoukro,19,42800
4968,Palikir,1940,17200
4969,Port Vila,1920,9300
4970,Yamoussoukro,1890,9000
4971,Yerevan,1890,20900
4972,Caracas,2000,9000
4973,Kinshasa,1930,25800
4974,Astana,1940,20900
4975,Ankara,1940,9000
4976,Ashgabat,1930,20900
4977,Harare,1940,9300
4978,Saint Helier,1880,17200
4979,Muscat,1940,11600
4980, Oceania,20,5400
4981,Andorra la Vella,1880,17200
4982,Jamestown,1940,6500
4983, Europe,19,9300
4984,Rabat,1890,6500
4985,Fort-de-France,1940,17200
4986,Colombo,1920,3100
4987,Podgorica,1930,17200
4988,Singapur,1890,5400
4989,Managua,1930,24100
4990,Guatemala City,1950,9000
4991,Mariehamn,1920,11600
4992,Tirana,1930,6500
4993,Baghdad,1880,9300
4994,Pristina,1850,3100
4995,Maputo,1930,6500
4996,St Peter Port,1900,9000
4997,Port-au-Prince,1900,9000
4998, Northern Europe,21,6500
4999,Havana,1930,11600
5000,Banjul,1900,12400
5001,Maseru,19,17200
5002,Moscow,1930,24100
5003, Americas,19,11600
5004,Washington,1910,20900
5005,Beirut,1920,22200
5006,Tokyo,1920,25800
5007, Europe,19,3100
5008,Oranjestad,1930,9000
5009,Berlin,1880,25800
5010, Asia,19,24100
5011,Vatican City,1940,9300
5012,Tripolis,1930,9300
5013,Colombo,1910,17200
5014,Prague,1940,9300
5015,Dakar,20,5400
5016,Guatemala City,1940,12400
5017,Paris,1920,5400
5018,Porto-Novo,1930,12400
5019,Islamabad,1920,12400
5020,Torshavn,1940,20900
5021,Yerevan,1920,9300
5022,"Douglas, Isle of Man",1930,11600
5023,Banjul,1930,9000
5024,Tokyo,1880,9300
5025,Malabo,1920,11600
5026,Thimphu,1930,9000
5027,N'Djamena,1910,5400
5028,Diego Garcia,1900,45500
5029,Cockburn Town,1930,9300
5030, Europe,19,5400
5031,Montevideo,20,11600
5032, Europe,19,9300
5033,Kampala,19,6500
5034,Skopje,1960,20900
5035,San Juan,20,6500
5036,Yerevan,1910,6500
5037,Pretoria,1920,22200
5038,Nuuk,1880,20900
5039,Roseau,1900,9300
5040,Abuja,19,9300
5041,Yaounde,1920,5400
5042,Kigali,1920,3100
5043,Prague,1910,11600
5044, South-Eastern Asia,21,9300
5045,Libreville,1940,20900
5046,Vaduz,1950,9300
5047,Palikir,1890,20900
5048,Paramaribo,1910,9300
5049,Cayenne,1880,9000
5050,Sao Tome,19,9300
5051,Macao,1900,9300
5052,Lome,20,34400
5053,Quito,1930,17200
5054,Freetown,1970,17200
5055,Dushanbe,1930,9000
5056,Tripolis,1930,5400
5057,Avarua,19,17200
5058,Budapest,1890,3100
5059, Europe,19,6500
5060,Noumea,1940,5400
5061,Kingstown,20,39500
5062,St. John's,20,9300
5063,Islamabad,1950,12400
5064,Rabat,19,9300
5065,Lusaka,1930,12400
5066,Vaduz,1920,17200
5067,Paramaribo,1920,20900
5068,Basseterre,1900,25800
5069,Kampala,20,20900
5070,Abuja,19,5400
5071,Chisinau,1860,9300
5072,Avarua,1940,12400
5073,Riga,1870,45500
5074,Libreville,1920,43100
5075, Europe,19,12400
5076,Alofi,1930,9300
5077,Bridgetown,20,42800
5078, Europe,19,25800
5079,Brasilia,1900,6500
5080,Antananarivo,1920,12400
5081,Tarawa,19,12400
5082,Tokyo,1920,9000
5083,Port Moresby,1950,25800
5084,Algiers,1940,24100
5085,Djibouti,1890,11600
5086,"Douglas, Isle of Man",1930,9000
5087,Sanaa,20,24100
5088, Europe,19,11600
5089,Managua,1900,9000
5090,Paramaribo,1940,9300
5091,Lilongwe,1940,9300
5092,Amman,1940,11600
5093,West Island,19,11600
5094,Dakar,1910,24100
5095,Longyearbyen,1900,25800
5096,Noumea,1930,22200
5097,Jamestown,1880,24100
5098,Belgrade,18,22200
5099,Tehran,1890,17200
5100,Marigot,1900,11600
5101,Roseau,1910,6500
5102,Cockburn Town,1930,9000
5103, Caribbean,21,12400
5104,Quito,1900,17200
5105,Kingston,1870,6500
5106,Abuja,21,9000
5107,Singapur,20,9300
5108, Americas,19,6500
5109, Americas,19,24100
5110,San Salvador,1930,34400
5111,Stockholm,1880,24100
5112,Cayenne,1890,12400
5113,Torshavn,1920,11600
5114,Buenos Aires,1930,11600
5115, Americas,19,6500
5116,Hamilton,1880,11600
5117,Warsaw,1870,5400
5118,Belgrade,1910,11600
5119,Yamoussoukro,1950,20900
5120,Baku,1980,12400
5121,Basse-Terre,1900,9000
5122,Belmopan,1910,6500
5123,Dili,1940,24100
5124,Kathmandu,1920,11600
5125,Baku,1890,22200
5126,Maseru,1920,20900
5127,Avarua,1890,9300
5128,Tashkent,1930,3100
5129,Monrovia,1920,3100
5130,Tehran,1890,9000
5131,Valletta,1910,24100
5132,Apia,1910,9300
5133,Canberra,1940,11600
5134,Macao,1920,20900
5135, Asia,19,22200
5136,Kathmandu,1890,17200
5137,Diego Garcia,1950,20900
5138,Kathmandu,1940,22200
5139,Panama City,1920,12400
5140,Noumea,1920,5400
5141, Americas,19,9300
5142, Asia,19,17200
5143,Kathmandu,1920,9300
5144,Tarawa,1960,9300
5145, Asia,19,17200
5146,Diego Garcia,1890,20900
5147,Kathmandu,1930,11600
5148,Singapur,1940,3100
5149,Port Louis,1900,9300
5150,Roseau,1890,3100
5151, Europe,19,12400
5152,Oslo,1950,34400
5153,Nassau,1930,12400
5154,Maputo,1940,11600
5155,Addis Ababa,19,9300
5156,Pristina,1910,22200
5157,Havana,1890,11600
5158, Asia,19,3100
5159,Hong Kong,1900,11600
5160,Plymouth,1930,43100
5161,Monaco,1880,11600
5162,Bangkok,1900,17200
5163, Europe,20,12400
5164,Pyongyang,1940,12400
5165,Tehran,1930,3100
5166,Porto-Novo,1930,17200
5167,Conakry,1930,9300
5168,Managua,1900,24100
5169,Kingston,1870,24100
5170,Gaborone,1950,22200
5171,Kabul,1920,9300
5172,Lusaka,1940,11600
5173, Asia,19,20900
5174,Reykjavik,1890,11600
5175,Bissau,19,17200
5176,Port-aux-Francais,1930,22200
5177, Europe,19,11600
5178,Malabo,1920,25800
5179, Americas,19,24100
5180, Europe,20,12400
5181,Kuwait City,20,12400
5182, Europe,19,20900
5183,St. John's,1930,9000
5184,Avarua,1890,11600
5185,Charlotte Amalie,1920,22200
5186,Bandar Seri Begawan,1920,17200
5187,Bandar Seri Begawan,1910,22200
5188,Basse-Terre,1900,9300
5189,Maseru,1930,11600
5190,Harare,20,11600
5191,Pretoria,1920,9300
5192,Roseau,1900,9300
5193, Caribbean,18,9300
5194,Ottawa,1920,34700
5195,Santo Domingo,1910,11600
5196,Brasilia,1890,12400
5197,Kampala,1940,9000
5198, Europe,20,6500
5199,Sucre,1900,9300
5200,San Juan,20,9000
5201,Saint-Pierre,1920,34400
5202,Banjul,1900,3100
5203,Astana,1920,24100
5204,Moscow,1890,9300
5205,Taipei,1950,9300
5206, Europe,20,12400
5207,Stockholm,1940,34700
5208,Nuuk,1930,12400
5209,Paramaribo,1920,11600
5210,Vienna,1930,9300
5211,Diego Garcia,1880,38600
5212, Americas,19,17200
5213,Amman,1880,12400
5214,Lilongwe,1900,24100
5215,Mogadishu,1940,3100
5216,London,1890,11600
5217,N'Djamena,1900,3100
5218,Cairo,20,5400
5219,Nassau,1930,25800
5220,Saint-Denis,1870,38600
5221,Melekeok,19,9000
5222,Saint-Denis,20,12400
5223,Madrid,1920,9000
5224,Melekeok,1880,34400
5225,Bern,1910,6500
5226,Antananarivo,19,17200
5227,Dakar,1930,9000
5228,Vaduz,1930,5400
5229,Port of Spain,20,3100
5230,Astana,20,12400
5231,Gibraltar,1910,9300
5232, Asia,19,12400
5233,Sofia,1930,34400
5234, Europe,19,11600
5235,Minsk,1910,5400
5236, Europe,20,5400
5237,Lome,1880,9300
5238,Kingston,1940,9300
5239, Americas,19,20900
5240,London,1940,9000
5241,Monrovia,1910,6500
5242,Hanoi,1910,9300
5243,Bangkok,1890,3100
5244,West Island,1930,17200
5245,Praia,1920,9000
5246,Road Town,1910,12400
5247,Port Moresby,1960,22200
5248,Kinshasa,19,25800
5249, Americas,19,5400
5250, Americas,19,11600
5251,Papeete,1900,9300
5252,Yerevan,1920,34400
5253, Europe,19,12400
5254,Caracas,1930,17200
5255,Kuala Lumpur,1900,20900
5256,Managua,1940,9300
5257,Dodoma,1930,34400
5258,Asmara,1910,20900
5259, Europe,19,9000
5260, Americas,19,9000
5261, Caribbean,18,24100
5262,Road Town,20,11600
5263,Castries,1950,17200
5264,Monaco,1890,9000
5265,Marigot,1940,17200
5266, Europe,20,9000
5267,Kralendijk,1930,9000
5268, Europe,19,9300
5269,Majuro,1900,24100
5270, Asia,19,5400
5271,London,1920,17200
5272,Wellington,19,17200
5273,Maseru,1920,34400
5274,Oslo,1900,9300
5275,Muscat,1920,9000
5276,Baku,1920,24100
5277, Europe,20,6500
5278, Americas,19,9300
5279,Saint-Denis,1870,12400
5280,Sofia,1930,22200
5281,Colombo,1940,9300
5282,Ashgabat,1940,25800
5283,Port Louis,1880,11600
5284,Abuja,1940,12400
5285, Americas,19,17200
5286,Saipan,1930,20900
5287,Hagatna,1940,9000
5288,Cockburn Town,1910,6500
5289,Saint-Denis,1920,5400
5290,Athens,1890,20900
5291,Saint-Denis,20,9300
5292, Americas,19,6500
5293,Sanaa,20,9300
5294,Port-aux-Francais,19,6500
5295,Jamestown,1930,12400
5296,Majuro,1930,3100
5297,Dodoma,1880,20900
5298, Asia,19,22200
5299,Suva,1930,17200
5300,Dublin,1940,11600
5301, Europe,19,17200
5302,Bishkek,1950,11600
5303,Ankara,1920,11600
5304,Addis Ababa,1920,17200
5305,Kingston,1920,9300
5306,Copenhagen,1920,9300
5307,Vatican City,1900,9000
5308,Tbilisi,1920,9300
5309, Asia,19,9300
5310, Asia,19,9300
5311,Flying Fish Cove,1920,3100
5312,Diego Garcia,1940,5400
5313,"Douglas, Isle of Man",1930,6500
5314, Asia,19,9300
5315,Monaco,1910,9000
5316,Minsk,1920,24100
5317,Skopje,1940,12400
5318,Mbabane,19,6500
5319,Amman,1920,24100
5320,Freetown,20,9000
5321, Europe,19,9300
5322,Juba,1910,3100
5323,Noumea,1950,9300
5324,Tehran,1920,11600
5325, Southern Europe,18,17200
5326,El-Aaiun,19,3100
5327,Baku,1890,22200
5328,Noumea,1920,12400
5329,Helsinki,1940,25800
5330,Banjul,1940,12400
5331,Kathmandu,20,9300
5332,El-Aaiun,1940,11600
5333,Kigali,1900,22200
5334,Athens,1920,22200
5335,San Marino,1890,17200
5336,Luxembourg,1910,17200
5337,Ottawa,1920,22200
5338,Bamako,1920,42800
5339,Ashgabat,1900,3100
5340,Khartoum,1900,20900
5341,Gibraltar,1910,6500
5342,Luanda,20,22200
5343,Bujumbura,1940,9300
5344,Bissau,1930,9300
5345,Dili,20,17200
5346,Lilongwe,19,6500
5347,Riyadh,1950,34400
5348,Yamoussoukro,1910,5400
5349,Thimphu,1940,34400
5350, Europe,20,17200
5351,Kingstown,1930,9000
5352,Tarawa,1880,24100
5353,Belmopan,20,20900
5354,Caracas,1900,5400
5355,Islamabad,1960,11600
5356,Ouagadougou,1930,9300
5357,Nouakchott,1890,9000
5358,Guatemala City,1900,9300
5359,Lilongwe,19,24100
5360,Warsaw,1910,6500
5361,Port Louis,20,9300
5362,Copenhagen,1920,11600
5363,Santo Domingo,1950,20900
5364,Paris,1910,9000
5365,Hamilton,1930,22200
5366,Castries,1940,9000
5367,Abuja,19,22200
5368,Bujumbura,1940,9000
5369,Kathmandu,1950,25800
5370,Belgrade,1940,17200
5371,Astana,20,17200
5372,Nassau,1950,20900
5373, Western Africa,21,20900
5374,San Salvador,1910,22200
5375,Nicosia,1920,20900
5376,Tunis,1890,22200
5377,San Marino,1910,11600
5378, Europe,19,9300
5379,St. George's,1920,20900
5380,Ulan Bator,1870,6500
5381, Europe,20,9300
5382,Niamey,1920,12400
5383,Gustavia,1920,9300
5384,Ljubljana,1910,12400
5385,Valletta,1930,9300
5386, Europe,19,11600
5387,Kingstown,1910,11600
5388,Victoria,1880,3100
5389,Nuku'alofa,1930,34400
5390,Baku,1900,9300
5391, Americas,19,11600
5392,Bujumbura,19,6500
5393,Apia,19,9000
5394,Pago Pago,1920,24100
5395, South America,20,22200
5396, Asia,19,5400
5397,Stanley,1910,20900
5398, Asia,19,20900
5399,Nassau,20,9300
5400, Asia,19,9300
5401,Flying Fish Cove,1890,12400
5402,Addis Ababa,19,22200
5403,Cairo,1920,25800
5404, Europe,19,9000
5405, Middle Africa,18,9300
5406,Singapur,20,9300
5407,Oranjestad,20,12400
5408,Podgorica,1890,11600
5409,Yamoussoukro,19,9000
5410,Hanoi,1930,9000
5411,Skopje,1930,11600
5412,Thimphu,1900,22200
5413,Tbilisi,1920,20900
5414,New Delhi,1920,11600
5415,Papeete,1920,9300
5416,St. John's,1930,9300
5417, Eastern Africa,20,20900
5418,Kabul,1870,17200
5419,Baghdad,1920,20900
5420, Europe,19,9000
5421,Nuuk,1950,11600
5422,Mbabane,19,9300
5423,Moscow,1930,11600
5424,Sucre,1910,22200
5425, Asia,19,39500
5426,Brazzaville,1890,9000
5427,Canberra,1940,43100
5428,Warsaw,1910,11600
5429,Tunis,1950,17200
5430,Antananarivo,1900,9000
5431,Ulan Bator,1860,6500
5432,Zagreb,1880,9000
5433,Victoria,1890,5400
5434,Mbabane,19,17200
5435,Tehran,1920,25800
5436,George Town,21,12400
5437,Sucre,1920,6500
5438,N'Djamena,1920,6500
5439, Asia,19,9000
5440,Chisinau,1860,12400
5441,Rome,1930,49000
5442,Ottawa,1930,34400
5443, Asia,19,9300
5444,Taipei,1940,11600
5445,Athens,1920,24100
5446,Kigali,20,34400
5447,Port-aux-Francais,19,11600
5448, Asia,19,12400
5449,El-Aaiun,19,9300
5450,Bandar Seri Begawan,1920,20900
5451,Saipan,19,6500
5452,Flying Fish Cove,19,9300
5453,Melekeok,1900,24100
5454,Khartoum,1940,17200
5455, Europe,19,38600
5456,Beijing,1920,20900
5457,Stanley,1950,9300
5458, Europe,19,9000
5459, Americas,19,9300
5460,Zagreb,1920,6500
5461,Freetown,19,11600
5462,Bern,1910,25800
5463,Nuku'alofa,19,5400
5464,Abuja,1880,6500
5465,Djibouti,1940,20900
5466,Lusaka,1890,6500
5467,Mexico City,1920,12400
5468,Jakarta,20,3100
5469,Saint Helier,1950,9300
5470,Amman,20,22200
5471,Brazzaville,1900,20900
5472, Asia,19,9000
5473, Oceania,20,25800
5474,Yamoussoukro,1930,11600
5475,Beijing,1900,6500
5476,Plymouth,1970,20900
5477,El-Aaiun,1920,24100
5478,Hagatna,1920,12400
5479,Muscat,1920,11600
5480,Juba,20,12400
5481,Nassau,1930,20900
5482,Lusaka,19,11600
5483,Majuro,1920,22200
5484,Palikir,1890,20900
5485,San Salvador,1910,3100
5486,Podgorica,1920,12400
5487,San Jose,1880,9300
5488,Gustavia,1940,24100
5489,Damascus,1890,9300
5490,Victoria,1930,6500
5491,Berlin,1880,9300
5492,Brazzaville,1940,6500
5493,Tallinn,1930,17200
5494,Windhoek,1890,11600
5495, Northern Europe,18,11600
5496,Praia,1950,12400
5497,St. George's,1920,25800
5498,Macao,1880,20900
5499,Kuwait City,1940,6500
5500,Asmara,1910,9300
5501,Sanaa,1900,20900
5502,Grytviken,1910,5400
5503, Oceania,20,11600
5504,Macao,1880,38600
5505,Manama,1920,34400
5506,Hong Kong,1940,24100
5507,Bujumbura,1920,9300
5508,Luxembourg,1930,34700
5509,Sarajevo,1920,3100
5510,Gibraltar,1930,9300
5511,Plymouth,20,9300
5512,Majuro,1900,6500
5513,Tripolis,20,34400
5514,Brasilia,1940,11600
5515,Minsk,1900,9000
5516,Tegucigalpa,1920,17200
5517,Canberra,1910,9000
5518,Abu Dhabi,1930,12400
5519, Western Asia,18,11600
5520,Bangkok,20,5400
5521,Banjul,19,34700
5522,Port-au-Prince,1930,5400
5523,Noumea,1890,12400
5524,Ljubljana,1920,9000
5525,Podgorica,1870,17200
5526,Nuku'alofa,1930,9300
5527,Lima,20,6500
5528,Moroni,20,34700
5529, Oceania,20,6500
5530,Accra,1890,9000
5531,Roseau,1920,24100
5532, Americas,19,9000
5533,Castries,1910,39500
5534, Asia,19,9300
5535, Asia,19,9000
5536,George Town,1940,6500
5537,Malabo,1870,6500
5538,Cairo,1920,9000
5539,Podgorica,1870,22200
5540,Gaborone,20,17200
5541,Montevideo,20,12400
5542, Asia,19,9000
5543,Gibraltar,1910,11600
5544,Damascus,1880,20900
5545,Dakar,1880,17200
5546,Podgorica,1890,11600
5547,Honiara,1890,9300
5548,Sucre,1930,17200
5549,Athens,1930,11600
5550,Kralendijk,1930,24100
5551,Juba,19,22200
5552,Canberra,19,20900
5553,Nouakchott,19,9300
5554,Marigot,1900,12400
5555,Adamstown,1930,11600
5556,Macao,1890,9000
5557,Male,1890,11600
5558,Bandar Seri Begawan,1900,20900
5559,Sucre,1960,20900
5560,Bishkek,1920,11600
5561, Americas,19,9300
5562,Mexico City,1880,11600
5563,Yaounde,1920,20900
5564,Vatican City,1900,9300
5565,Conakry,1890,45500
5566,Riyadh,1920,25800
5567, Americas,19,6500
5568, Americas,19,12400
5569,N'Djamena,1950,22200
5570, Europe,19,20900
5571,Cairo,1930,20900
5572,Philipsburg,1940,20900
5573, Americas,19,22200
5574,Copenhagen,1910,24100
5575,Saint Helier,1930,22200
5576,Port-au-Prince,1940,9000
5577,Abuja,1930,5400
5578,Belmopan,1940,22200
5579,Asuncion,1910,38600
5580,Ouagadougou,1870,22200
5581,Cockburn Town,1930,24100
5582,Tokyo,1880,11600
5583,Flying Fish Cove,19,12400
5584,Saint-Pierre,1900,9300
5585, Asia,19,22200
5586,Ankara,20,24100
5587,Washington,1920,9300
5588,El-Aaiun,19,3100
5589, Europe,20,11600
5590, Americas,19,9000
5591,Thimphu,1920,17200
5592,Dakar,1940,17200
5593,Honiara,1950,12400
5594, Asia,19,12400
5595,Mariehamn,1890,22200
5596,Pyongyang,20,6500
5597,Abuja,19,9300
5598,Plymouth,20,20900
5599,Port-aux-Francais,1930,9300
5600,Kigali,19,34400
5601,Honiara,1920,9300
5602,Alofi,19,9300
5603, Americas,19,11600
5604,Hong Kong,1920,6500
5605,Lisbon,1920,42800
5606, Europe,20,5400
5607,San Jose,1930,9000
5608,Abuja,1920,9300
5609,Addis Ababa,1930,11600
5610,Bandar Seri Begawan,1910,24100
5611,N'Djamena,1900,24100
5612,Melekeok,1940,3100
5613,Tehran,1930,24100
5614, Europe,19,17200
5615,Tripolis,1890,5400
5616,Juba,1910,11600
5617,Riyadh,1940,9000
5618,Beirut,1960,25800
5619,Palikir,1930,22200
5620,Khartoum,19,6500
5621,Chisinau,1910,6500
5622,Lisbon,1920,11600
5623,Lilongwe,1910,17200
5624,Philipsburg,1900,11600
5625,Kabul,1880,20900
5626,Luxembourg,1910,24100
5627,Basseterre,1880,24100
5628, Melanesia,18,24100
5629,Tallinn,1930,12400
5630,Stanley,1910,9300
