,city,century,Income ($)
5309,Damascus,19,9300
5310,Tbilisi,19,9300
5311,Flying Fish Cove,20,3100
5312,Diego Garcia,20,5400
5313,"Douglas, Isle of Man",20,6500
5314,Colombo,19,9300
5315,Monaco,20,9000
5316,Minsk,20,24100
5317,Skopje,20,12400
5318,Mbabane,19,6500
5319,Amman,20,24100
5320,Freetown,20,9000
5321,Skopje,19,9300
5322,Juba,20,3100
5323,Noumea,20,9300
5324,Tehran,20,11600
5325, Europe,18,17200
5326,El-Aaiun,19,3100
5327,Baku,19,22200
5328,Noumea,20,12400
5329,Helsinki,20,25800
5330,Banjul,20,12400
5331,Kathmandu,20,9300
5332,El-Aaiun,20,11600
5333,Kigali,20,22200
5334,Athens,20,22200
5335,San Marino,19,17200
5336,Luxembourg,20,17200
5337,Ottawa,20,22200
5338,Bamako,20,42800
5339,Ashgabat,20,3100
5340,Khartoum,20,20900
5341,Gibraltar,20,6500
5342,Luanda,20,22200
5343,Bujumbura,20,9300
5344,Bissau,20,9300
5345,Dili,20,17200
5346,Lilongwe,19,6500
5347,Riyadh,20,34400
5348,Yamoussoukro,20,5400
5349,Thimphu,20,34400
5350,St Peter Port,20,17200
5351,Kingstown,20,9000
5352,Tarawa,19,24100
5353,Belmopan,20,20900
5354,Caracas,20,5400
5355,Islamabad,20,11600
5356,Ouagadougou,20,9300
5357,Nouakchott,19,9000
5358,Guatemala City,20,9300
5359,Lilongwe,19,24100
5360,Warsaw,20,6500
5361,Port Louis,20,9300
5362,Copenhagen,20,11600
5363,Santo Domingo,20,20900
5364,Paris,20,9000
5365,Hamilton,20,22200
5366,Castries,20,9000
5367,Abuja,19,22200
5368,Bujumbura,20,9000
5369,Kathmandu,20,25800
5370,Belgrade,20,17200
5371,Astana,20,17200
5372,Nassau,20,20900
5373, Africa,21,20900
5374,San Salvador,20,22200
5375,Nicosia,20,20900
5376,Tunis,19,22200
5377,San Marino,20,11600
5378,Monaco,19,9300
5379,St. George's,20,20900
5380,Ulan Bator,19,6500
5381,Bucharest,20,9300
5382,Niamey,20,12400
5383,Gustavia,20,9300
5384,Ljubljana,20,12400
5385,Valletta,20,9300
5386,Riga,19,11600
5387,Kingstown,20,11600
5388,Victoria,19,3100
5389,Nuku'alofa,20,34400
5390,Baku,20,9300
5391,Panama City,19,11600
5392,Bujumbura,19,6500
5393,Apia,19,9000
5394,Pago Pago,20,24100
5395,Cayenne,20,22200
5396,Tashkent,19,5400
5397,Stanley,20,20900
5398,Ulan Bator,19,20900
5399,Nassau,20,9300
5400,Astana,19,9300
5401,Flying Fish Cove,19,12400
5402,Addis Ababa,19,22200
5403,Cairo,20,25800
5404,Pristina,19,9000
5405,N'Djamena,18,9300
5406,Singapur,20,9300
5407,Oranjestad,20,12400
5408,Podgorica,19,11600
5409,Yamoussoukro,19,9000
5410,Hanoi,20,9000
5411,Skopje,20,11600
5412,Thimphu,20,22200
5413,Tbilisi,20,20900
5414,New Delhi,20,11600
5415,Papeete,20,9300
5416,St. John's,20,9300
5417,Bujumbura,20,20900
5418,Kabul,19,17200
5419,Baghdad,20,20900
5420,Amsterdam,19,9000
5421,Nuuk,20,11600
5422,Mbabane,19,9300
5423,Moscow,20,11600
5424,Sucre,20,22200
5425,Riyadh,19,39500
5426,Brazzaville,19,9000
5427,Canberra,20,43100
5428,Warsaw,20,11600
5429,Tunis,20,17200
5430,Antananarivo,20,9000
5431,Ulan Bator,19,6500
5432,Zagreb,19,9000
5433,Victoria,19,5400
5434,Mbabane,19,17200
5435,Tehran,20,25800
5436,George Town,21,12400
5437,Sucre,20,6500
5438,N'Djamena,20,6500
5439,Manila,19,9000
5440,Chisinau,19,12400
5441,Rome,20,49000
5442,Ottawa,20,34400
5443,Colombo,19,9300
5444,Taipei,20,11600
5445,Athens,20,24100
5446,Kigali,20,34400
5447,Port-aux-Francais,19,11600
5448,Colombo,19,12400
5449,El-Aaiun,19,9300
5450,Bandar Seri Begawan,20,20900
5451,Saipan,19,6500
5452,Flying Fish Cove,19,9300
5453,Melekeok,20,24100
5454,Khartoum,20,17200
5455,Vilnius,19,38600
5456,Beijing,20,20900
5457,Stanley,20,9300
5458,Minsk,19,9000
5459,Managua,19,9300
5460,Zagreb,20,6500
5461,Freetown,19,11600
5462,Bern,20,25800
5463,Nuku'alofa,19,5400
5464,Abuja,19,6500
5465,Djibouti,20,20900
5466,Lusaka,19,6500
5467,Mexico City,20,12400
5468,Jakarta,20,3100
5469,Saint Helier,20,9300
5470,Amman,20,22200
5471,Brazzaville,20,20900
5472,Kabul,19,9000
5473,Avarua,20,25800
5474,Yamoussoukro,20,11600
5475,Beijing,20,6500
5476,Plymouth,20,20900
5477,El-Aaiun,20,24100
5478,Hagatna,20,12400
5479,Muscat,20,11600
5480,Juba,20,12400
5481,Nassau,20,20900
5482,Lusaka,19,11600
5483,Majuro,20,22200
5484,Palikir,19,20900
5485,San Salvador,20,3100
5486,Podgorica,20,12400
5487,San Jose,19,9300
5488,Gustavia,20,24100
5489,Damascus,19,9300
5490,Victoria,20,6500
5491,Berlin,19,9300
5492,Brazzaville,20,6500
5493,Tallinn,20,17200
5494,Windhoek,19,11600
5495, Europe,18,11600
5496,Praia,20,12400
5497,St. George's,20,25800
5498,Macao,19,20900
5499,Kuwait City,20,6500
5500,Asmara,20,9300
5501,Sanaa,20,20900
5502,Grytviken,20,5400
5503,Apia,20,11600
5504,Macao,19,38600
5505,Manama,20,34400
5506,Hong Kong,20,24100
5507,Bujumbura,20,9300
5508,Luxembourg,20,34700
5509,Sarajevo,20,3100
5510,Gibraltar,20,9300
5511,Plymouth,20,9300
5512,Majuro,20,6500
5513,Tripolis,20,34400
5514,Brasilia,20,11600
5515,Minsk,20,9000
5516,Tegucigalpa,20,17200
5517,Canberra,20,9000
5518,Abu Dhabi,20,12400
5519,Yerevan,18,11600
5520,Bangkok,20,5400
5521,Banjul,19,34700
5522,Port-au-Prince,20,5400
5523,Noumea,19,12400
5524,Ljubljana,20,9000
5525,Podgorica,19,17200
5526,Nuku'alofa,20,9300
5527,Lima,20,6500
5528,Moroni,20,34700
5529,Yaren,20,6500
5530,Accra,19,9000
5531,Roseau,20,24100
5532,Kralendijk,19,9000
5533,Castries,20,39500
5534,Bandar Seri Begawan,19,9300
5535,Tehran,19,9000
5536,George Town,20,6500
5537,Malabo,19,6500
5538,Cairo,20,9000
5539,Podgorica,19,22200
5540,Gaborone,20,17200
5541,Montevideo,20,12400
5542,Macao,19,9000
5543,Gibraltar,20,11600
5544,Damascus,19,20900
5545,Dakar,19,17200
5546,Podgorica,19,11600
5547,Honiara,19,9300
5548,Sucre,20,17200
5549,Athens,20,11600
5550,Kralendijk,20,24100
5551,Juba,19,22200
5552,Canberra,19,20900
5553,Nouakchott,19,9300
5554,Marigot,20,12400
5555,Adamstown,20,11600
5556,Macao,19,9000
5557,Male,19,11600
5558,Bandar Seri Begawan,20,20900
5559,Sucre,20,20900
5560,Bishkek,20,11600
5561,Sucre,19,9300
5562,Mexico City,19,11600
5563,Yaounde,20,20900
5564,Vatican City,20,9300
5565,Conakry,19,45500
5566,Riyadh,20,25800
5567,Willemstad,19,6500
5568,Caracas,19,12400
5569,N'Djamena,20,22200
5570,Bratislava,19,20900
5571,Cairo,20,20900
5572,Philipsburg,20,20900
5573,Quito,19,22200
5574,Copenhagen,20,24100
5575,Saint Helier,20,22200
5576,Port-au-Prince,20,9000
5577,Abuja,20,5400
5578,Belmopan,20,22200
5579,Asuncion,20,38600
5580,Ouagadougou,19,22200
5581,Cockburn Town,20,24100
5582,Tokyo,19,11600
5583,Flying Fish Cove,19,12400
5584,Saint-Pierre,20,9300
5585,Ankara,19,22200
5586,Ankara,20,24100
5587,Washington,20,9300
5588,El-Aaiun,19,3100
5589,Mariehamn,20,11600
5590,Nassau,19,9000
5591,Thimphu,20,17200
5592,Dakar,20,17200
5593,Honiara,20,12400
5594,Doha,19,12400
5595,Mariehamn,19,22200
5596,Pyongyang,20,6500
5597,Abuja,19,9300
5598,Plymouth,20,20900
5599,Port-aux-Francais,20,9300
5600,Kigali,19,34400
5601,Honiara,20,9300
5602,Alofi,19,9300
5603,Fort-de-France,19,11600
5604,Hong Kong,20,6500
5605,Lisbon,20,42800
5606,Bern,20,5400
5607,San Jose,20,9000
5608,Abuja,20,9300
5609,Addis Ababa,20,11600
5610,Bandar Seri Begawan,20,24100
5611,N'Djamena,20,24100
5612,Melekeok,20,3100
5613,Tehran,20,24100
5614,Valletta,19,17200
5615,Tripolis,19,5400
5616,Juba,20,11600
5617,Riyadh,20,9000
5618,Beirut,20,25800
5619,Palikir,20,22200
5620,Khartoum,19,6500
5621,Chisinau,20,6500
5622,Lisbon,20,11600
5623,Lilongwe,20,17200
5624,Philipsburg,20,11600
5625,Kabul,19,20900
5626,Luxembourg,20,24100
5627,Basseterre,19,24100
5628,Port Moresby,18,24100
5629,Tallinn,20,12400
5630,Stanley,20,9300
5631,Jamestown,20,34700
5632,Tallinn,20,6500
5633,Dili,19,9000
5634,Tirana,19,12400
5635,Bern,20,9000
5636,Ljubljana,19,5400
5637,Mariehamn,20,9000
5638,Bissau,20,20900
5639,Moscow,20,11600
5640,Luanda,20,20900
5641,Sofia,20,25800
5642,Seoul,20,20900
5643,Managua,18,9300
5644,Stockholm,20,6500
5645,Valletta,20,12400
5646,Kigali,20,12400
5647,Phnom Penh,19,25800
5648,Tunis,20,11600
5649,Port Louis,19,6500
5650,Vaduz,19,17200
5651,Kingston,20,22200
5652,Malabo,20,5400
5653,Dakar,20,9300
5654,Suva,19,5400
5655,Jakarta,20,20900
5656,Santo Domingo,20,9300
5657,Gaborone,20,11600
5658,Damascus,20,11600
5659,Port Vila,20,6500
5660,Libreville,20,9000
5661,Yerevan,19,11600
5662,Damascus,20,22200
5663,Basseterre,19,9300
5664,Havana,19,12400
5665,Yamoussoukro,20,11600
5666,Avarua,20,25800
5667,Stockholm,20,9300
5668,Gibraltar,19,5400
5669,Amsterdam,20,22200
5670,Prague,20,12400
5671,Stanley,20,17200
5672,Beirut,20,3100
5673,Nuku'alofa,19,9300
5674,New Delhi,19,11600
5675,Funafuti,20,9000
5676,Sao Tome,20,6500
5677,Manila,20,12400
5678,Pretoria,19,12400
5679,Ulan Bator,19,11600
5680,Muscat,20,6500
5681,Macao,19,22200
5682,Amman,20,9300
5683,Athens,19,22200
5684,Tirana,20,11600
5685,Macao,20,11600
5686,Kingston,20,12400
5687,Kuala Lumpur,20,20900
5688,Vaduz,19,3100
5689,Bangkok,20,9000
5690,Mata Utu,20,20900
5691,Kigali,20,9300
5692,The Valley,20,24100
5693,Riyadh,20,6500
5694,Dodoma,19,3100
5695,Majuro,20,5400
5696,San Marino,20,24100
5697,Roseau,20,22200
5698,Road Town,19,6500
5699,Amman,20,9300
5700,Alofi,19,6500
5701,Sarajevo,20,20900
5702,Bucharest,20,5400
5703,Dublin,19,5400
5704,Ankara,20,5400
5705,Juba,20,6500
5706,Basseterre,19,5400
5707,Nay Pyi Taw,19,9300
5708,Torshavn,20,12400
5709,Copenhagen,19,17200
5710,Amsterdam,20,9300
5711,Luanda,20,5400
5712,Basse-Terre,19,20900
5713,Sucre,20,12400
5714,Riyadh,20,9000
5715,Georgetown,20,17200
5716,Apia,20,20900
5717,Funafuti,20,24100
5718,Saint-Pierre,19,9300
5719,Charlotte Amalie,20,20900
5720,Taipei,20,3100
5721,San Jose,19,11600
5722,Riga,20,34400
5723,Kuala Lumpur,20,20900
5724,Mogadishu,20,6500
5725,Malabo,19,38600
5726,Abu Dhabi,20,11600
5727,Luanda,20,24100
5728,Madrid,20,5400
5729,Hagatna,19,9000
5730,Basseterre,19,22200
5731,Asmara,20,9300
5732,Suva,19,12400
5733,"Douglas, Isle of Man",21,11600
5734,Libreville,20,9300
5735,Sarajevo,20,17200
5736,Ouagadougou,20,5400
5737,Nassau,20,24100
5738,Castries,20,9300
5739,Sanaa,20,12400
5740,Warsaw,20,12400
5741,Vaduz,20,9000
5742,Asuncion,20,20900
5743,Charlotte Amalie,20,3100
5744,Charlotte Amalie,20,17200
5745,Canberra,20,6500
5746,Tegucigalpa,20,6500
5747,Nuuk,20,6500
5748,Banjul,20,9000
5749,Praia,20,12400
5750,Porto-Novo,19,17200
5751,Pristina,20,17200
5752,Bogota,20,22200
5753,Baku,20,42800
5754,Montevideo,20,9300
5755,Vientiane,20,17200
5756,Tegucigalpa,19,11600
5757,Kuwait City,19,6500
5758,Port of Spain,19,9300
5759,Mata Utu,20,20900
5760,Philipsburg,19,17200
5761,Vaduz,19,9300
5762,Yaren,20,17200
5763,Kingston,20,6500
5764,Kingstown,20,9300
5765,Oslo,19,6500
5766, Europe,18,20900
5767,Belgrade,20,3100
5768,Maputo,20,11600
5769,Tokyo,19,5400
5770,Cairo,20,20900
5771,Sucre,20,5400
5772,Mexico City,20,17200
5773,N'Djamena,20,6500
5774,Hagatna,20,11600
5775,Willemstad,19,17200
5776,Nay Pyi Taw,20,34400
5777,Skopje,20,34400
5778,Belmopan,19,5400
5779,Mogadishu,19,9300
5780,Jerusalem,20,9300
5781,Nuku'alofa,20,12400
5782,Asmara,20,17200
5783,Libreville,19,9300
5784,Monaco,20,24100
5785,Hamilton,20,9300
5786,Georgetown,19,11600
5787,Mbabane,20,20900
5788,Khartoum,20,11600
5789,George Town,20,9300
5790,Taipei,20,12400
5791,Ottawa,20,9000
5792,Dhaka,20,17200
5793,Saint Helier,19,9300
5794,Antananarivo,19,11600
5795,Kuwait City,20,9300
5796,Adamstown,20,6500
5797,Apia,20,11600
5798,Kathmandu,20,12400
5799,Stanley,20,12400
5800,Abu Dhabi,20,12400
5801,Ankara,19,12400
5802,Kathmandu,20,17200
5803,Caracas,19,20900
5804,Tunis,18,6500
5805,Brasilia,20,9000
5806,Georgetown,20,9300
5807,Nuuk,20,11600
5808,Dhaka,20,3100
5809,Vaduz,20,9000
5810,Kiev,20,24100
5811,Nassau,20,11600
5812,Riga,20,9000
5813,Tehran,19,6500
5814,Cairo,20,12400
5815,Phnom Penh,19,9300
5816,Berlin,20,11600
5817,Port-au-Prince,20,6500
5818,Marigot,20,24100
5819,Algiers,20,11600
5820,Maseru,18,11600
5821,Athens,20,3100
5822,Oranjestad,20,24100
5823,Hagatna,20,20900
5824,Saipan,20,22200
5825,Port-aux-Francais,19,3100
5826,Kiev,20,11600
5827,Nassau,20,9300
5828,Maputo,20,17200
5829,Port-aux-Francais,20,5400
5830,Santiago,20,34400
5831,Caracas,20,5400
5832,Saint-Pierre,20,9000
5833,Buenos Aires,20,22200
5834,Diego Garcia,18,17200
5835,Djibouti,20,5400
5836,Berlin,20,3100
5837,Banjul,20,9000
5838,St. George's,21,3100
5839,Khartoum,20,9300
5840,Nouakchott,20,3100
5841, Africa,21,11600
5842,Nairobi,20,9000
5843,Melekeok,20,5400
5844,Luxembourg,20,17200
5845,Islamabad,20,9300
5846,Paris,20,11600
5847,Plymouth,20,9300
5848,Guatemala City,20,12400
5849,Bishkek,20,24100
5850,Mata Utu,20,17200
5851,Maputo,20,20900
5852,Sofia,20,9300
5853,Bucharest,20,9300
5854,Pretoria,20,17200
5855,Luanda,19,17200
5856,Dodoma,20,9000
5857,Luxembourg,20,12400
5858,Kingston,20,43100
5859,Hanoi,20,24100
5860,St Peter Port,20,11600
5861,Lisbon,19,9000
5862,Yerevan,19,11600
5863,Kiev,20,9000
5864,Monaco,20,9300
5865,Conakry,20,9000
5866,Vaduz,20,24100
5867,Torshavn,20,6500
5868,Monaco,20,6500
5869,Philipsburg,20,9300
5870,Tegucigalpa,20,11600
5871,Tunis,20,3100
5872,St. George's,20,22200
5873,Windhoek,20,9000
5874,Male,20,38600
5875,Riyadh,20,17200
5876,East Jerusalem,20,34400
5877,Port Louis,19,39500
5878,Moroni,20,11600
5879,Ashgabat,20,6500
5880,Port-aux-Francais,20,11600
5881,Caracas,20,6500
5882,Caracas,20,34400
5883,Kampala,20,11600
5884,Kingstown,20,9300
5885,"Douglas, Isle of Man",19,3100
5886,Rome,20,25800
5887,Rome,20,6500
5888,Bern,20,43100
5889,Buenos Aires,19,22200
5890,Ouagadougou,19,22200
5891,Gibraltar,20,9300
5892,Bratislava,20,22200
5893,Ankara,19,9000
5894,Charlotte Amalie,19,11600
5895,Port-aux-Francais,20,5400
5896,Fort-de-France,20,12400
5897,Cayenne,20,20900
5898,Lilongwe,20,6500
5899,Porto-Novo,20,12400
5900,Kampala,20,9300
5901,Suva,20,17200
5902,Juba,20,9300
5903,Jakarta,19,22200
5904,Hanoi,19,9300
5905,Chisinau,19,22200
5906,Reykjavik,20,22200
5907,Port Moresby,19,6500
5908,Basseterre,20,9000
5909,New Delhi,20,6500
5910,Belgrade,20,12400
5911,Port-au-Prince,20,12400
5912,Zagreb,20,20900
5913,Tripolis,20,11600
5914,Majuro,19,45500
5915,Andorra la Vella,20,17200
5916,Ankara,20,9000
5917,Libreville,20,9000
5918,Montevideo,20,9300
5919,Yerevan,20,9000
5920,Cockburn Town,20,6500
5921,Tbilisi,20,17200
5922,Plymouth,20,17200
5923,Pristina,20,25800
5924,Nay Pyi Taw,20,9300
5925,Plymouth,20,9000
5926,Nouakchott,20,22200
5927,Adamstown,20,12400
5928,Charlotte Amalie,20,9000
5929,Seoul,20,6500
5930,Majuro,20,12400
5931,Yaounde,20,11600
5932,Kingstown,20,11600
5933,Noumea,20,11600
5934,Astana,20,9300
5935,Tirana,20,17200
5936,"Douglas, Isle of Man",19,22200
5937,Ljubljana,20,11600
5938,Stockholm,20,9300
5939,Washington,20,20900
5940,Pago Pago,20,11600
5941,Maseru,20,9300
5942,Tirana,20,17200
5943,Moroni,20,5400
5944,Victoria,19,11600
5945,Mogadishu,20,17200
5946,Bern,20,12400
5947,Chisinau,20,6500
5948,Alofi,20,11600
5949,Sucre,20,9000
5950,Wellington,20,3100
5951,Praia,20,12400
5952,Male,20,22200
5953,Jakarta,20,12400
5954,Accra,20,24100
5955,Accra,20,3100
5956,San Jose,20,9300
5957,Sanaa,20,11600
5958,St. John's,20,9000
5959,Tirana,20,38600
5960,Yaounde,20,22200
5961,Flying Fish Cove,20,9000
5962,Mexico City,20,12400
5963,Road Town,20,9000
5964,Ashgabat,20,22200
5965,Ashgabat,20,9000
5966,Bangkok,19,12400
5967,Sofia,20,9300
5968,Warsaw,20,11600
5969,Dublin,20,3100
5970,Singapur,20,9000
5971,Phnom Penh,20,12400
5972,Mata Utu,20,9300
5973,Apia,20,12400
5974,Palikir,20,22200
5975,Bissau,19,9000
5976,Beijing,19,11600
5977,Moscow,19,34700
5978,Copenhagen,19,3100
5979,Manila,19,22200
5980,Lilongwe,19,3100
5981,Dhaka,19,11600
5982,Oslo,19,9300
5983,Port Vila,19,25800
5984,Port-au-Prince,19,9000
5985,East Jerusalem,19,9000
5986,Abu Dhabi,19,9300
5987,San Salvador,19,17200
5988,Pago Pago,20,43100
5989,Tashkent,19,12400
5990, Africa,21,12400
5991,Antananarivo,19,22200
5992, Eastern Europe,21,12400
5993,Manama,19,17200
5994,Basseterre,19,5400
5995,Brasilia,20,17200
5996,Saint-Pierre,19,6500
5997,Road Town,19,22200
5998, Europe,18,9300
5999,Colombo,19,11600
6000,Cockburn Town,19,6500
6001,Port of Spain,19,9300
6002,Georgetown,19,9000
6003,Diego Garcia,19,9300
6004,Lima,20,11600
6005,Sarajevo,19,9000
6006,Cockburn Town,21,9300
6007,London,20,6500
6008,Gustavia,19,12400
6009, Europe,18,17200
6010,Dhaka,20,17200
6011,Victoria,19,9300
6012,Skopje,19,6500
6013,The Valley,18,20900
6014,Brazzaville,19,17200
6015,Papeete,19,6500
6016,Oranjestad,19,39500
6017,Windhoek,20,11600
6018,Adamstown,19,12400
6019,Grytviken,20,5400
6020,Lusaka,19,6500
6021, Asia,21,11600
6022,Bratislava,19,12400
6023,Santiago,19,39500
6024,George Town,19,17200
6025,Tegucigalpa,20,6500
6026,Dublin,19,12400
6027,Santo Domingo,19,12400
6028,Dili,19,25800
6029,Kigali,19,22200
6030,Suva,20,22200
6031,Copenhagen,19,12400
6032,Cockburn Town,20,17200
6033,Accra,19,9000
6034,Port-au-Prince,19,9000
6035,Tripolis,19,22200
6036,Vientiane,20,22200
6037,Moscow,19,34400
6038,Jerusalem,19,12400
6039,Noumea,19,9300
6040,Damascus,20,17200
6041,Buenos Aires,19,11600
6042,Tashkent,20,24100
6043,Marigot,20,12400
6044,Tokyo,19,12400
6045,Funafuti,20,12400
6046,Sofia,20,9000
6047,Fort-de-France,20,11600
6048,Hong Kong,20,6500
6049,Pristina,20,20900
6050,Funafuti,20,9000
6051,Vilnius,20,5400
6052,"Douglas, Isle of Man",19,9000
6053,New Delhi,20,20900
6054,Yerevan,20,6500
6055,Victoria,20,9300
6056,Honiara,20,20900
6057,Kiev,20,12400
6058,Seoul,19,9000
6059,Baku,19,9300
6060, Asia,21,5400
6061,Cayenne,19,9000
6062,Yaren,19,6500
6063,Caracas,20,9000
6064,Ashgabat,20,17200
6065,Pago Pago,20,9300
6066,Kuwait City,19,9000
6067,Stockholm,19,39500
6068,Torshavn,20,11600
6069,Port Louis,19,3100
6070,Kabul,19,25800
6071,Sao Tome,20,11600
6072,Skopje,19,9300
6073,Freetown,20,34400
6074,Vientiane,20,9000
6075,Mamoudzou,19,24100
6076,Doha,20,9300
6077,Willemstad,20,20900
6078,Dhaka,20,6500
6079,Minsk,19,9000
6080,Buenos Aires,19,24100
6081,Male,20,22200
6082,Mbabane,19,6500
6083,Belmopan,21,9300
6084,Roseau,19,9300
6085,Nairobi,19,12400
6086,Basseterre,19,9000
6087,Prague,19,22200
6088,Port of Spain,19,9300
6089,Lima,20,3100
6090,Bissau,20,20900
6091,Warsaw,20,24100
6092,Ulan Bator,20,17200
6093,Tokyo,20,9000
6094,Warsaw,20,5400
6095,Willemstad,20,9300
6096,Basse-Terre,20,9000
6097,Basse-Terre,20,12400
6098,Oslo,20,22200
6099,Marigot,20,3100
6100,Port Vila,20,17200
6101,Valletta,20,11600
6102,Dakar,20,9300
6103,Grytviken,20,5400
6104,Nuku'alofa,20,9300
6105,Caracas,20,17200
6106,Antananarivo,20,20900
6107,Muscat,20,6500
6108,Monaco,20,9000
6109,Bangkok,20,11600
6110,Castries,20,11600
6111,Mariehamn,20,9300
6112,Quito,20,11600
6113,Tirana,20,11600
6114,Addis Ababa,20,20900
6115,Cairo,20,9000
6116,Abu Dhabi,20,12400
6117,Nuku'alofa,20,34400
6118,Abuja,20,9000
6119,Amsterdam,20,22200
6120,Luanda,20,5400
6121,Bogota,20,5400
6122,Niamey,20,3100
6123,Funafuti,20,5400
6124,Zagreb,20,22200
6125,Conakry,20,20900
6126,Dili,20,6500
6127,Lusaka,20,20900
6128,Palikir,20,12400
6129,Kuala Lumpur,20,12400
6130,Vientiane,20,12400
6131,Luanda,20,25800
6132,Philipsburg,20,9300
6133,Berlin,20,24100
6134,Bangkok,20,11600
6135,Kathmandu,20,9300
6136,Manila,20,9300
6137,Islamabad,20,5400
6138,Luxembourg,20,20900
6139,Porto-Novo,20,43100
6140,Podgorica,20,17200
6141,Dili,20,9300
6142,Abuja,20,9000
6143,Tunis,20,9000
6144,George Town,20,9300
6145,Fort-de-France,20,34400
6146,Roseau,20,17200
6147,Melekeok,20,17200
6148,Saint Helier,20,9300
6149,Bamako,20,3100
6150,Riyadh,20,11600
6151,Longyearbyen,20,9300
6152,Mamoudzou,20,17200
6153,Baku,20,17200
6154,Hong Kong,20,3100
6155,Hagatna,20,9000
6156,Belgrade,20,3100
6157,Bratislava,20,22200
6158,Kinshasa,20,9000
6159,St. John's,19,20900
6160,Zagreb,19,3100
6161,Charlotte Amalie,19,11600
6162,San Jose,19,9300
6163,Vientiane,19,9000
6164,Apia,20,34400
6165,Longyearbyen,20,9300
6166,Windhoek,20,9000
6167,Buenos Aires,20,9000
6168,Beirut,20,5400
6169,Antananarivo,20,9300
6170,Maputo,20,9300
6171,Bamako,20,5400
6172,Saint-Pierre,20,6500
6173,Bishkek,20,6500
6174,Melekeok,20,22200
6175,Thimphu,20,22200
6176,Grytviken,19,34400
6177,Roseau,19,17200
6178,El-Aaiun,20,24100
6179,Amsterdam,20,6500
6180,Singapur,20,22200
6181,"Douglas, Isle of Man",20,12400
6182,Kuwait City,20,9000
6183,Tallinn,20,9300
6184,Pago Pago,20,9000
6185,Brasilia,20,9000
6186,Tarawa,20,9300
6187,Bogota,20,11600
6188,Lusaka,19,11600
6189,Gaborone,20,3100
6190,Beirut,20,6500
6191,Hanoi,20,9300
6192,Hong Kong,19,9000
6193,Victoria,20,9000
6194,Diego Garcia,20,20900
6195,Kinshasa,20,9300
6196,Colombo,20,24100
6197,Baku,20,11600
6198,El-Aaiun,18,11600
6199,Port-au-Prince,20,6500
6200,Bishkek,20,9300
6201,Vienna,20,6500
6202,Sao Tome,20,34400
6203,Libreville,20,12400
6204,Nouakchott,20,22200
6205,Hanoi,20,17200
6206,Kingston,20,9300
6207,Manama,20,9300
6208,Jakarta,20,5400
6209,Kingstown,20,9300
6210,Jakarta,19,20900
6211,Copenhagen,20,24100
6212,Copenhagen,20,3100
6213,Port-au-Prince,20,20900
6214,Khartoum,20,20900
6215,Singapur,20,12400
6216,Jakarta,20,11600
6217,Fort-de-France,20,20900
6218,Saint Helier,20,22200
6219,Torshavn,20,22200
6220,Funafuti,20,11600
6221,Baghdad,19,9300
6222,El-Aaiun,20,12400
6223,Yamoussoukro,20,9300
6224,Pristina,20,5400
6225,Port-au-Prince,20,20900
6226,Quito,20,9000
6227,Cayenne,20,6500
6228,Phnom Penh,20,17200
6229,George Town,20,22200
6230,Baku,19,9000
6231,St Peter Port,20,11600
6232,Pristina,20,24100
6233,Flying Fish Cove,20,17200
6234,Basseterre,20,17200
6235,Luxembourg,20,6500
6236,Ashgabat,19,6500
6237,Melekeok,20,9300
6238,Gibraltar,20,20900
6239,Monrovia,20,5400
6240,Belgrade,19,5400
6241,Baghdad,19,9300
6242,Seoul,20,12400
6243,Cairo,20,12400
6244,Manama,20,24100
6245,Marigot,20,11600
6246,Havana,20,6500
6247,Port Louis,20,11600
6248,Rome,20,9300
6249,Baghdad,20,20900
6250,Honiara,20,20900
6251,Budapest,20,9000
6252,Nay Pyi Taw,20,6500
6253,Kigali,19,17200
6254,Vaduz,20,11600
6255,Cayenne,20,9300
6256,Longyearbyen,20,22200
6257,Tunis,20,34700
6258,Monaco,20,9000
6259,Beijing,19,17200
6260,Diego Garcia,20,9300
6261,Victoria,20,3100
6262,Avarua,20,22200
6263,Juba,20,22200
6264,Kuala Lumpur,20,17200
6265,Willemstad,19,22200
6266,Tbilisi,20,9300
6267,Windhoek,19,9300
6268,Bujumbura,20,9300
6269,Basse-Terre,20,9000
6270,Santiago,20,9000
6271,Minsk,20,5400
6272,Seoul,20,6500
6273,Yamoussoukro,20,12400
6274,San Marino,20,9300
6275,Mbabane,20,12400
6276,Ulan Bator,20,20900
6277,Windhoek,20,11600
6278,Paramaribo,19,9300
6279,Niamey,20,22200
6280,Cockburn Town,20,20900
6281,Funafuti,19,17200
6282,Asuncion,20,9000
6283,Noumea,20,6500
6284,Melekeok,19,6500
6285,Amman,20,5400
6286, Polynesia,18,34700
6287,Antananarivo,20,9000
6288,Tirana,19,22200
6289,Windhoek,20,12400
6290,Melekeok,20,43100
6291,Dublin,20,11600
6292,Freetown,20,9000
6293,Alofi,20,6500
