,city,year,Income ($)
4230,El-Aaiun,1890,20900
4231, Sao Tome and Principe,20,9300
4232, Ghana,20,6500
4233, Oceania,20,12400
4234,Stockholm,1920,24100
4235,Monaco,1880,9000
4236,Malabo,1870,34700
4237, Asia,19,9300
4238,Lima,1940,9300
4239, Sri Lanka,20,9300
4240,Kingston,1890,11600
4241,Kigali,1940,22200
4242,Moscow,1930,12400
4243,Nicosia,1930,9300
4244,Beijing,1930,9300
4245,Basse-Terre,1930,17200
4246,Kuala Lumpur,1960,9000
4247,Gaborone,1930,17200
4248,Ottawa,1950,9000
4249,Pristina,1943,20900
4250,Melekeok,1940,11600
4251,Vienna,1900,25800
4252,Road Town,1930,9000
4253,Bangui,1930,9300
4254,Kampala,1950,25800
4255,Melekeok,1930,11600
4256,Yamoussoukro,1890,34400
4257, Americas,19,17200
4258, Tonga,21,5400
4259,Yamoussoukro,1910,34400
4260,Hamilton,1900,12400
4261,Brasilia,1910,12400
4262,Pyongyang,1890,11600
4263,Yaren,1870,9000
4264,Roseau,1910,9000
4265, Americas,19,11600
4266,Pyongyang,1940,11600
4267,Palikir,1940,5400
4268,Lima,1920,9300
4269,Tbilisi,1890,9000
4270, Libya,19,17200
4271,Ljubljana,1870,3100
4272,Port Vila,1930,5400
4273,Islamabad,1900,9300
4274,Porto-Novo,1900,5400
4275,Gustavia,1930,9300
4276, Polynesia,21,9000
4277,Lusaka,1920,9300
4278,Castries,1900,3100
4279,Damascus,1920,24100
4280,Hanoi,1920,11600
4281, New Zealand,19,9300
4282,Minsk,1920,11600
4283,Guatemala City,1900,22200
4284,Torshavn,1920,22200
4285,Ottawa,1920,6500
4286,Gaborone,1940,12400
4287, Europe,20,11600
4288, Burkina Faso,20,11600
4289,The Valley,1910,5400
4290,Maputo,1910,34400
4291,Dili,1940,11600
4292, Ethiopia,19,6500
4293, Kiribati,19,9300
4294,Kabul,1941,9300
4295,Rome,1930,24100
4296, Southern Europe,21,20900
4297,Dublin,1910,9300
4298, Oceania,20,34400
4299, Oceania,20,9300
4300,Ulan Bator,1930,9300
4301,Sanaa,1940,9300
4302, Europe,20,9000
4303,East Jerusalem,1930,25800
4304, Djibouti,20,12400
4305, Taiwan,20,12400
4306,Tallinn,1920,22200
4307, Nigeria,20,17200
4308,Yerevan,1930,20900
4309,Asmara,1940,9300
4310,Dhaka,1940,9000
4311,Windhoek,1910,12400
4312,Managua,1930,9000
4313,George Town,1900,5400
4314, Ireland,19,11600
4315,Kigali,1940,6500
4316, Americas,19,17200
4317, Morocco,20,24100
4318,Skopje,1940,17200
4319, Central African Republic,19,11600
4320, Qatar,20,12400
4321, Americas,19,20900
4322, Svalbard And Jan Mayen Islands,19,43100
4323,Grytviken,1890,20900
4324, Asia,19,24100
4325,Zagreb,1920,6500
4326, Northern Europe,18,34400
4327, French Southern Territories,20,17200
4328, Asia,19,43100
4329,The Valley,1900,11600
4330,Oranjestad,1930,34700
4331,Juba,1910,9300
4332,Tarawa,1920,42800
4333,Montevideo,1930,9300
4334,Chisinau,1900,25800
4335, Serbia,19,9000
4336, Eritrea,20,42800
4337,Vientiane,1890,43100
4338,Sao Tome,1950,9300
4339, Asia,19,17200
4340, Americas,19,24100
4341,Port-au-Prince,1910,20900
4342, Americas,19,5400
4343, Asia,19,24100
4344, Portugal,19,9300
4345,Marigot,1900,17200
4346,Quito,1930,42800
4347,Freetown,1930,9300
4348,Basse-Terre,1930,22200
4349,Yerevan,1916,17200
4350,Bishkek,1930,20900
4351, Saudi Arabia,20,11600
4352,Dodoma,1930,6500
4353, Bosnia and Herzegovina,19,9000
4354, Tanzania,20,43100
4355,Kuala Lumpur,1920,20900
4356,Singapur,1920,9300
4357,Praia,1970,6500
4358,Addis Ababa,1930,5400
4359,Melekeok,1810,6500
4360, Americas,19,9300
4361, Uganda,20,9000
4362,Gibraltar,1920,11600
4363, Niue,19,12400
4364, Botswana,19,17200
4365,Lilongwe,1940,9300
4366,Skopje,1840,9000
4367,Ljubljana,1940,24100
4368,Yaounde,1940,6500
4369,Stanley,1910,9300
4370,Jerusalem,1920,9300
4371, Nauru,19,22200
4372,Banjul,1920,17200
4373,Malabo,1930,12400
4374, Asia,19,11600
4375,Tunis,1920,34400
4376,Oslo,1940,9300
4377, Angola,19,9300
4378,Berlin,1900,3100
4379,San Marino,1880,11600
4380,Dakar,1920,11600
4381, Americas,19,34700
4382,San Salvador,1910,20900
4383,Basseterre,1920,5400
4384, Americas,19,17200
4385,Riyadh,1940,9300
4386,Abuja,1880,9300
4387,Nicosia,1930,3100
4388,Budapest,1920,12400
4389,Port Moresby,1890,3100
4390,Kingston,1930,11600
4391, Americas,19,17200
4392,Belmopan,1930,43100
4393, Americas,19,22200
4394,Ottawa,1900,6500
4395,Yamoussoukro,1940,25800
4396,Jamestown,1910,17200
4397,Manama,1900,9300
4398,West Island,1932,17200
4399, Asia,19,9000
4400, Comoros,19,34400
4401, Macau S.A.R.,20,11600
4402,Adamstown,1920,3100
4403,Ottawa,1900,9300
4404,Stanley,1930,34700
4405,Port Moresby,1890,6500
4406,Mexico City,1900,3100
4407,Lusaka,1930,17200
4408,Belgrade,1920,5400
4409, Nigeria,19,17200
4410,Porto-Novo,1910,17200
4411,Manama,1880,34400
4412, Eritrea,19,9300
4413,N'Djamena,1880,9000
4414, Southern Europe,18,12400
4415,Saint-Denis,1920,9300
4416,Brazzaville,1890,9300
4417,Bangui,1890,43100
4418, Equatorial Guinea,19,24100
4419,Valletta,1930,9000
4420,Canberra,1930,12400
4421,Nouakchott,1930,12400
4422,Basse-Terre,1920,9000
4423, Americas,19,9000
4424,Nassau,1930,17200
4425,Cockburn Town,1940,9000
4426,Ankara,1890,9300
4427,Stanley,1930,11600
4428,Jerusalem,1920,9300
4429,Washington,1920,9000
4430,Sucre,1880,11600
4431,Brussels,1920,5400
4432,Islamabad,1880,17200
4433,Pyongyang,1920,9300
4434, Sierra Leone,19,5400
4435,Monrovia,1950,9300
4436, Asia,19,9300
4437,Palikir,1940,9000
4438,Plymouth,1910,24100
4439, Bangladesh,20,11600
4440,Port of Spain,1900,17200
4441, Romania,19,9300
4442,East Jerusalem,1890,6500
4443, Asia,19,42800
4444, Americas,19,12400
4445, Americas,19,24100
4446, Mozambique,20,9300
4447,Banjul,1940,9300
4448, Europe,20,12400
4449, Equatorial Guinea,19,12400
4450,Nuku'alofa,1930,5400
4451,Noumea,1890,9300
4452,El-Aaiun,1930,22200
4453, Asia,19,12400
4454,Valletta,1920,22200
4455, Americas,19,24100
4456, Chad,19,9000
4457, Northern Mariana Islands,19,9000
4458,Abuja,1920,5400
4459,Willemstad,1930,12400
4460, Asia,19,5400
4461,Noumea,1890,20900
4462, South-Eastern Asia,20,20900
4463,Avarua,1860,3100
4464,Lima,1930,11600
4465,Dublin,1900,22200
4466,Kinshasa,1880,9000
4467,Bern,1920,17200
4468, Southern Europe,21,9300
4469,Nicosia,1920,9300
4470, Europe,20,9000
4471, Libya,20,3100
4472,Tashkent,1900,24100
4473,Tarawa,1890,22200
4474, Bosnia and Herzegovina,19,11600
4475,West Island,1930,12400
4476, Congo,19,9300
4477,Riyadh,1930,49000
4478,Georgetown,1930,12400
4479, French Southern Territories,20,20900
4480,Lome,1940,12400
4481, Americas,19,6500
4482, Oceania,20,9000
4483,Skopje,1920,9000
4484,Maputo,1930,20900
4485,Vienna,1930,20900
4486,Roseau,1920,11600
4487,Cockburn Town,1900,9300
4488, Micronesia,18,9000
4489,Helsinki,1880,9000
4490,Bogota,1910,22200
4491,Bamako,1950,12400
4492,Marigot,1930,5400
4493,Dushanbe,1900,17200
4494,Tunis,1910,9000
4495,Mogadishu,1930,9300
4496, Kazakhstan,20,20900
4497, Americas,19,5400
4498,West Island,1860,12400
4499,Port-aux-Francais,1880,22200
4500,Bamako,1880,6500
4501,Sucre,1920,22200
4502,Bratislava,1940,9000
4503,Windhoek,1940,12400
4504,Washington,1940,17200
4505,Gaborone,1910,12400
4506, Oceania,20,9300
4507, Americas,19,9300
4508, Papua new Guinea,19,5400
4509,Sucre,1943,38600
4510,Basseterre,1900,6500
4511,N'Djamena,1900,20900
4512,Bratislava,1910,6500
4513,Budapest,1920,25800
4514,Sofia,1920,17200
4515,Victoria,1940,5400
4516,Moscow,1930,3100
4517, Oceania,20,11600
4518,Lima,1900,22200
4519, Kyrgyzstan,20,9300
4520,Nuuk,1910,12400
4521,Phnom Penh,1930,6500
4522,Bangui,1940,5400
4523,Dushanbe,1870,9000
4524,Porto-Novo,1970,12400
4525, Asia,19,12400
4526, United Kingdom,19,9300
4527, Solomon Islands,19,9300
4528, Asia,19,20900
4529,Kuala Lumpur,1900,9300
4530,Jamestown,1960,24100
4531, Aland Islands,19,9000
4532,Nuuk,1920,9000
4533,Funafuti,1920,9300
4534, Central America,20,9300
4535, Americas,19,9300
4536,Basseterre,1880,9000
4537,Longyearbyen,1930,9300
4538,Reykjavik,1920,5400
4539,Doha,1940,9300
4540,Brazzaville,1890,9300
4541,Gustavia,1950,11600
4542,Saipan,1930,9300
4543, Europe,20,20900
4544,Dhaka,1920,12400
4545,Paris,1910,20900
4546, Americas,19,20900
4547, Asia,19,20900
4548,Gibraltar,1970,20900
4549, Barbados,20,25800
4550,Plymouth,1920,9000
4551, Oman,20,5400
4552,Oslo,1940,9300
4553,Apia,1940,6500
4554,Basseterre,1930,11600
4555,Vientiane,1930,9000
4556,Chisinau,1910,9300
4557, Zambia,19,17200
4558, Asia,19,11600
4559,Beijing,1880,17200
4560,Libreville,1920,24100
4561,Monaco,1930,24100
4562,Port Moresby,1910,20900
4563,Plymouth,1880,42800
4564, Tajikistan,20,9300
4565,Philipsburg,1860,11600
4566,Havana,1920,9000
4567,Adamstown,1900,9300
4568,Lome,1940,24100
4569,Ljubljana,1920,3100
4570,Wellington,1880,43100
4571,Santiago,1990,43100
4572, Micronesia,18,9300
4573,Antananarivo,1920,5400
4574,Djibouti,1930,11600
4575,Seoul,1900,6500
4576,Seoul,1900,5400
4577,Asuncion,1920,34700
4578,Tokyo,1940,11600
4579,Baku,1930,17200
4580,Canberra,1950,6500
4581,Brazzaville,1920,22200
4582,Tripolis,1910,20900
4583, Americas,19,9000
4584,Rome,1950,11600
4585,Ulan Bator,1940,17200
4586,Tegucigalpa,1880,22200
4587,Basse-Terre,1930,24100
4588,Praia,1880,9000
4589,Ottawa,1930,12400
4590,Bissau,1950,17200
4591, Solomon Islands,19,11600
4592,Bujumbura,1920,34400
4593,Gustavia,1930,3100
4594,Kinshasa,1920,9000
4595, Laos,20,9300
4596,Cayenne,1900,5400
4597,Ulan Bator,1930,11600
4598,Amman,1920,5400
4599,Helsinki,1920,17200
4600,Philipsburg,1940,20900
4601,Victoria,1890,9000
4602, Asia,19,6500
4603,Marigot,1900,9300
4604,Conakry,1930,22200
4605,Bridgetown,1920,11600
4606,Port of Spain,1940,6500
4607,Ljubljana,1940,5400
4608,Majuro,1940,22200
4609,Stanley,1940,9000
4610, Tunisia,19,9300
4611,Malabo,1890,12400
4612,Majuro,1920,20900
4613,Montevideo,1930,24100
4614, Sao Tome and Principe,19,3100
4615, Iran,20,9000
4616,Plymouth,1930,39500
4617,Skopje,1930,12400
4618,Guatemala City,1944,11600
4619,New Delhi,1910,9000
4620,Yerevan,1930,9300
4621,Maputo,1920,3100
4622,Yamoussoukro,1920,9000
4623,Nouakchott,1930,9300
4624,Helsinki,1950,9300
4625,Guatemala City,1910,11600
4626,Monrovia,1930,9000
4627,Noumea,1940,22200
4628,Freetown,1900,9300
4629,Bridgetown,1940,42800
4630, Oceania,20,20900
4631,Lisbon,1930,11600
4632,Andorra la Vella,1950,9300
4633,Port-au-Prince,1930,9300
4634,Lusaka,1920,11600
4635, Congo,19,11600
4636,Saint-Denis,1920,3100
4637, Europe,20,24100
4638, Sri Lanka,20,5400
4639,Bujumbura,1940,11600
4640,Nay Pyi Taw,1910,9300
4641,Conakry,1930,17200
4642,Georgetown,1940,9300
4643,Yamoussoukro,1920,3100
4644,Warsaw,1950,25800
4645,Kampala,1920,9300
4646,Melekeok,1930,12400
4647,Bangui,1890,6500
4648,Dili,1930,24100
4649,Bandar Seri Begawan,1900,42800
4650,Praia,1930,17200
4651,Jamestown,1910,6500
4652, Palau,19,9300
4653, Bulgaria,19,9300
4654,San Jose,1900,9300
4655,Bamako,1920,9000
4656,Hagatna,1920,12400
4657,Astana,1880,20900
4658,Pristina,1890,24100
4659,Victoria,1910,9000
4660,Damascus,1900,5400
4661,Male,1950,12400
4662, Americas,19,9300
4663,Podgorica,1870,5400
4664, Sao Tome and Principe,20,9300
4665,Minsk,1960,12400
4666,Berlin,1930,12400
4667,Hanoi,1880,5400
4668, Comoros,20,6500
4669,Abuja,1970,6500
4670, Comoros,19,17200
4671,Libreville,1880,11600
4672, Reunion,20,3100
4673,Pristina,1880,11600
4674,Hagatna,1940,5400
4675, Caribbean,21,20900
4676,Victoria,1890,22200
4677,Asmara,1950,11600
4678,Asuncion,1890,9300
4679,Pago Pago,1920,6500
4680, Eritrea,19,12400
4681,Seoul,1890,20900
4682,Porto-Novo,1920,9300
4683,Asmara,1900,22200
4684, Korea South,20,11600
4685,Kabul,1920,6500
4686,Pristina,1890,12400
4687, Libya,19,6500
4688, Guam,19,5400
4689,Nassau,1940,20900
4690, Americas,19,11600
4691,Basseterre,1920,34400
4692,Grytviken,1930,9300
4693,Willemstad,1880,9300
4694, American Samoa,19,6500
4695, Americas,19,25800
4696,Sanaa,1950,12400
4697,Helsinki,1930,38600
4698,Brasilia,1890,12400
4699,Diego Garcia,1920,17200
4700,El-Aaiun,1940,17200
4701,Warsaw,1910,9000
4702,Athens,1930,11600
4703,Prague,1940,45500
4704,London,1900,9300
4705,Buenos Aires,1890,11600
4706, Cocos (Keeling) Islands,19,12400
4707,Hamilton,1910,9300
4708,Bujumbura,1930,9300
4709,Kingstown,1940,12400
4710, Americas,19,17200
4711,Bishkek,1950,9300
4712,Rome,1940,6500
4713, San Marino,19,25800
4714, Southern Africa,21,6500
4715, Guadeloupe,20,6500
4716,Saint-Pierre,1910,43100
4717,Dodoma,1940,17200
4718,Ulan Bator,1910,11600
4719, France,19,6500
4720, Belgium,19,11600
4721,Mexico City,1880,17200
4722,Adamstown,1890,20900
4723,Marigot,1890,9300
4724,Beijing,1920,9300
4725,Pago Pago,1910,9000
4726, Asia,19,17200
4727," Bonaire, Sint Eustatius and Saba",20,5400
4728, Western Asia,21,11600
4729,Dakar,1930,20900
4730,Hanoi,1931,9000
4731,Zagreb,1950,3100
4732,Bujumbura,1950,12400
4733, Slovenia,19,9300
4734,Brasilia,1920,20900
4735,Budapest,1940,24100
4736, Morocco,20,9300
4737,Havana,1950,12400
4738,Malabo,1920,11600
4739,Plymouth,1930,9000
4740,Canberra,1940,22200
4741,Kralendijk,1930,39500
4742,Riyadh,1930,6500
4743, France,19,9300
4744,Guatemala City,1850,11600
4745,Tegucigalpa,1910,9300
4746,Pristina,1940,17200
4747,Asuncion,1910,22200
4748,Muscat,1942,20900
4749,Beijing,1910,38600
4750,Rome,1920,5400
4751,Ankara,1900,12400
4752,Funafuti,1930,24100
4753, Syria,20,9300
4754,Niamey,1940,20900
4755,Pyongyang,1970,11600
4756,Khartoum,1910,20900
4757,Port Louis,1930,9300
4758, Asia,19,12400
4759,Kinshasa,1940,9000
4760,Vaduz,1950,12400
4761,Prague,1920,3100
4762,San Jose,1890,9300
4763, Americas,19,11600
4764, Mauritania,19,20900
4765,Brazzaville,1920,9000
4766,Doha,1880,11600
4767, Egypt,19,9000
4768,Nicosia,1930,9000
4769, Wallis And Futuna Islands,19,9000
4770,Bogota,1920,9300
4771, Burundi,19,24100
4772,London,1880,20900
4773,Tallinn,1910,11600
4774,Road Town,1920,17200
4775,Kuala Lumpur,1910,6500
4776, Americas,19,24100
4777,Banjul,1900,9000
4778,Marigot,1900,9300
4779, Asia,19,9000
4780,Yamoussoukro,1914,12400
4781, Yemen,20,43100
4782,Kingstown,1910,12400
4783,Kingston,1940,9300
4784,Bishkek,1920,24100
4785,Sofia,1920,9300
4786,Caracas,1890,12400
4787,Paris,1940,9000
4788,Moscow,1940,34700
4789,Minsk,1920,20900
4790,Palikir,1939,9300
4791,Dushanbe,1900,5400
4792,Kralendijk,1930,20900
4793, Botswana,19,9000
4794,Pristina,1890,3100
4795,Basse-Terre,1890,9300
4796, Europe,20,11600
4797,Khartoum,1930,22200
4798,Vilnius,1910,17200
4799, Eastern Africa,20,9300
4800, Sierra Leone,19,6500
4801,Singapur,1890,9300
4802,Canberra,1920,17200
4803,Stanley,1900,22200
4804, Vatican City State (Holy See),19,25800
4805, Papua new Guinea,19,5400
4806,London,1880,9300
4807,Algiers,1930,17200
4808, Latvia,19,20900
4809,Roseau,1910,6500
4810, French Southern Territories,19,17200
4811,Bratislava,1890,34400
4812,Lusaka,1930,17200
4813,Jakarta,1940,5400
4814,Taipei,1890,9000
4815,Bangui,1940,9000
4816,San Jose,1940,3100
4817, Chile,20,43100
4818,Banjul,1910,9000
4819,Bogota,1890,24100
4820,Bern,1940,12400
4821, Americas,19,9000
4822,Prague,1940,20900
4823,San Salvador,1950,11600
4824,Torshavn,1940,12400
4825, Austria,19,9300
4826, Paraguay,20,6500
4827,Tbilisi,1950,6500
4828,Oslo,1890,9300
4829, Eastern Africa,18,17200
4830,Suva,1890,9300
4831,Macao,1900,6500
4832,Tirana,1950,9300
4833,Ankara,1920,17200
4834,Guatemala City,1950,9300
4835, Asia,19,9000
4836,Bangkok,1940,20900
4837,Tirana,1950,22200
4838,Diego Garcia,1937,3100
4839,El-Aaiun,1890,20900
4840, Uruguay,20,34700
4841, Greece,19,9300
4842,Yerevan,1930,6500
4843,Port-aux-Francais,1930,22200
4844, Central America,21,6500
4845,Plymouth,1940,3100
4846,Bern,1930,17200
4847,Mata Utu,1940,9300
4848,Chisinau,1930,5400
4849,Andorra la Vella,1950,20900
4850, Americas,19,11600
4851, Central African Republic,20,12400
4852,San Salvador,1910,17200
4853,Paris,1930,25800
4854, Americas,19,9000
4855, Asia,19,5400
4856, Reunion,19,12400
4857,Dakar,1910,9300
4858,Bogota,1930,5400
4859, Oceania,20,9300
4860,Tokyo,1950,6500
4861,Bujumbura,1920,6500
4862,Honiara,1930,39500
4863,Manama,1910,12400
4864,East Jerusalem,1920,3100
4865, Congo,19,11600
4866,Kingston,1900,11600
4867,Cairo,1920,12400
4868,Monrovia,1890,9000
4869,Nuku'alofa,1910,6500
4870,Port-au-Prince,1940,12400
4871,Harare,1940,9300
4872, Taiwan,20,11600
4873,Buenos Aires,1945,11600
4874,Havana,1940,6500
4875,Gibraltar,1920,24100
4876,Flying Fish Cove,1940,12400
4877, Australia,19,20900
4878,Guatemala City,1940,12400
4879, Afghanistan,20,42800
4880, Tunisia,20,9000
4881,Cayenne,1920,11600
4882,Honiara,1880,5400
4883,Bangui,1900,12400
4884, Asia,19,24100
4885,Conakry,1890,6500
4886,Hong Kong,1880,6500
4887,Melekeok,1900,34400
4888,Bujumbura,1960,9000
4889,Riga,1910,9300
4890,Vienna,1920,20900
4891,Warsaw,1921,6500
4892,Yaounde,1930,22200
4893, Curaçao,20,3100
4894,Accra,1940,9000
4895,Stockholm,1950,11600
4896, Europe,20,9000
4897,Bogota,1930,9000
4898,San Jose,1940,20900
4899, Switzerland,19,9000
4900,Panama City,1930,24100
4901, Americas,19,11600
4902,Santiago,1930,20900
4903, Asia,19,6500
4904,Stanley,1940,12400
4905,Abuja,1930,9300
4906,Skopje,1946,12400
4907,Athens,1910,11600
4908,Accra,1940,25800
4909,San Juan,1890,34400
4910,Vilnius,1900,43100
4911,Athens,1910,9300
4912,Mexico City,1910,3100
4913,Canberra,1930,11600
4914,Port-aux-Francais,1920,17200
4915, Chad,20,5400
4916,Bridgetown,1950,20900
4917,Warsaw,1920,22200
4918,Copenhagen,1900,5400
4919,Pago Pago,1940,20900
4920,Managua,1950,9300
4921,El-Aaiun,1920,43100
4922, Asia,19,12400
4923,Reykjavik,1930,9300
4924,Nuku'alofa,1910,9000
4925,Santo Domingo,1920,17200
4926,Algiers,1910,9000
4927,Windhoek,1930,9300
4928,Port Louis,1920,9300
4929,Moscow,1930,6500
4930,Road Town,1920,6500
4931,Flying Fish Cove,1930,6500
4932,Tehran,1920,22200
4933, Asia,19,12400
4934,Mata Utu,1924,20900
4935,Gustavia,1940,24100
4936,Algiers,1890,25800
4937,Islamabad,1950,9000
4938,Hong Kong,1910,11600
4939,Riga,1910,9300
4940,Baku,1940,25800
4941,Road Town,1910,38600
4942,Hamilton,1910,9000
4943, Americas,19,17200
4944, Americas,19,9000
4945,San Juan,1920,24100
4946,Astana,1936,25800
4947, Caribbean,20,9300
4948, Uganda,20,9300
4949, Oceania,20,17200
4950,Bogota,1920,9000
4951,Suva,1940,9000
4952,Nay Pyi Taw,1940,9300
4953,Ashgabat,1940,9000
4954, Micronesia,19,9000
4955,Budapest,1940,6500
4956,Pago Pago,1930,9000
4957, Central America,20,22200
4958,Maseru,1880,22200
4959,Longyearbyen,1940,22200
4960,Budapest,1920,9300
4961,Charlotte Amalie,1920,6500
4962,Paramaribo,1910,43100
4963,London,1880,9300
4964,Beirut,1910,12400
4965," Bonaire, Sint Eustatius and Saba",20,5400
4966, Estonia,19,24100
4967, Cote D'Ivoire (Ivory Coast),19,42800
4968,Palikir,1940,17200
4969,Port Vila,1920,9300
4970,Yamoussoukro,1890,9000
4971,Yerevan,1890,20900
4972,Caracas,2000,9000
4973,Kinshasa,1930,25800
4974,Astana,1940,20900
4975,Ankara,1940,9000
4976,Ashgabat,1930,20900
4977,Harare,1940,9300
4978,Saint Helier,1880,17200
4979,Muscat,1942,11600
4980, Oceania,20,5400
4981,Andorra la Vella,1880,17200
4982, Saint Helena,20,6500
4983, Sweden,19,9300
4984,Rabat,1890,6500
4985,Fort-de-France,1940,17200
4986,Colombo,1920,3100
4987,Podgorica,1930,17200
4988,Singapur,1890,5400
4989,Managua,1930,24100
4990,Guatemala City,1950,9000
4991,Mariehamn,1920,11600
4992,Tirana,1930,6500
4993,Baghdad,1880,9300
4994,Pristina,1850,3100
4995,Maputo,1930,6500
4996,St Peter Port,1900,9000
4997,Port-au-Prince,1900,9000
4998, Northern Europe,21,6500
4999,Havana,1930,11600
5000,Banjul,1900,12400
5001, Lesotho,19,17200
5002,Moscow,1930,24100
5003, Americas,19,11600
5004,Washington,1910,20900
5005,Beirut,1920,22200
5006,Tokyo,1920,25800
5007, Ukraine,19,3100
5008,Oranjestad,1930,9000
5009,Berlin,1880,25800
5010, Asia,19,24100
5011,Vatican City,1940,9300
5012,Tripolis,1930,9300
5013,Colombo,1910,17200
5014,Prague,1940,9300
5015, Senegal,20,5400
5016,Guatemala City,1944,12400
5017,Paris,1920,5400
5018,Porto-Novo,1937,12400
5019,Islamabad,1920,12400
5020,Torshavn,1940,20900
5021,Yerevan,1920,9300
5022,"Douglas, Isle of Man",1930,11600
5023,Banjul,1930,9000
5024,Tokyo,1880,9300
5025,Malabo,1920,11600
5026,Thimphu,1930,9000
5027,N'Djamena,1910,5400
5028,Diego Garcia,1900,45500
5029,Cockburn Town,1930,9300
5030, Faroe Islands,19,5400
5031, Uruguay,20,11600
5032, Russia,19,9300
5033, Uganda,19,6500
5034,Skopje,1960,20900
5035, Puerto Rico,20,6500
5036,Yerevan,1916,6500
5037,Pretoria,1920,22200
5038,Nuuk,1880,20900
5039,Roseau,1900,9300
5040, Nigeria,19,9300
5041,Yaounde,1920,5400
5042,Kigali,1920,3100
5043,Prague,1910,11600
5044, South-Eastern Asia,21,9300
5045,Libreville,1940,20900
5046,Vaduz,1950,9300
5047,Palikir,1890,20900
5048,Paramaribo,1910,9300
5049,Cayenne,1880,9000
5050, Sao Tome and Principe,19,9300
5051,Macao,1900,9300
5052, Togo,20,34400
5053,Quito,1930,17200
5054,Freetown,1970,17200
5055,Dushanbe,1930,9000
5056,Tripolis,1930,5400
5057, Cook Islands,19,17200
5058,Budapest,1890,3100
5059, Croatia (Hrvatska),19,6500
5060,Noumea,1940,5400
5061, Saint Vincent And The Grenadines,20,39500
5062, Antigua And Barbuda,20,9300
5063,Islamabad,1950,12400
5064, Morocco,19,9300
5065,Lusaka,1930,12400
5066,Vaduz,1920,17200
5067,Paramaribo,1920,20900
5068,Basseterre,1900,25800
5069, Uganda,20,20900
5070, Nigeria,19,5400
5071,Chisinau,1860,9300
5072,Avarua,1940,12400
5073,Riga,1870,45500
5074,Libreville,1920,43100
5075, Finland,19,12400
5076,Alofi,1930,9300
5077, Barbados,20,42800
5078, Jersey,19,25800
5079,Brasilia,1900,6500
5080,Antananarivo,1920,12400
5081, Kiribati,19,12400
5082,Tokyo,1920,9000
5083,Port Moresby,1950,25800
5084,Algiers,1940,24100
5085,Djibouti,1890,11600
5086,"Douglas, Isle of Man",1930,9000
5087, Yemen,20,24100
5088, Guernsey and Alderney,19,11600
5089,Managua,1900,9000
5090,Paramaribo,1940,9300
5091,Lilongwe,1940,9300
5092,Amman,1940,11600
5093, Cocos (Keeling) Islands,19,11600
5094,Dakar,1910,24100
5095,Longyearbyen,1900,25800
5096,Noumea,1930,22200
5097,Jamestown,1880,24100
5098, Serbia,18,22200
