,city,year,Income ($)
5069, Uganda,20,20900
5070, Nigeria,19,5400
5071, Moldova,19,9300
5072,Avarua,1940,12400
5073, Latvia,19,45500
5074, Gabon,20,43100
5075, Finland,19,12400
5076, Niue,20,9300
5077, Barbados,20,42800
5078, Jersey,19,25800
5079, Brazil,20,6500
5080, Madagascar,20,12400
5081, Kiribati,19,12400
5082, Japan,20,9000
5083, Papua new Guinea,20,25800
5084, Algeria,20,24100
5085, Djibouti,19,11600
5086,"Douglas, Isle of Man",1930,9000
5087, Yemen,20,24100
5088, Guernsey and Alderney,19,11600
5089, Nicaragua,20,9000
5090, Suriname,20,9300
5091,Lilongwe,1940,9300
5092,Amman,1940,11600
5093, Cocos (Keeling) Islands,19,11600
5094, Senegal,20,24100
5095, Svalbard And Jan Mayen Islands,20,25800
5096, New Caledonia,20,22200
5097, Saint Helena,19,24100
5098, Southern Europe,18,22200
5099, Iran,19,17200
5100,Marigot,1900,11600
5101,Roseau,1910,6500
5102, Turks And Caicos Islands,20,9000
5103, Caribbean,21,12400
5104, Ecuador,20,17200
5105, Norfolk Island,19,6500
5106, Western Africa,21,9000
5107, Singapore,20,9300
5108, French Guiana,19,6500
5109, Barbados,19,24100
5110, El Salvador,20,34400
5111,Stockholm,1880,24100
5112,Cayenne,1890,12400
5113,Torshavn,1920,11600
5114,Buenos Aires,1930,11600
5115, Curaçao,19,6500
5116, Bermuda,19,11600
5117, Poland,19,5400
5118, Serbia,20,11600
5119, Cote D'Ivoire (Ivory Coast),20,20900
5120, Azerbaijan,20,12400
5121, Guadeloupe,20,9000
5122, Belize,20,6500
5123,Dili,1940,24100
5124, Nepal,20,11600
5125, Azerbaijan,19,22200
5126, Lesotho,20,20900
5127, Cook Islands,19,9300
5128,Tashkent,1930,3100
5129, Liberia,20,3100
5130, Iran,19,9000
5131, Malta,20,24100
5132, Samoa,20,9300
5133, Australia,20,11600
5134, Macau S.A.R.,20,20900
5135, Saudi Arabia,19,22200
5136, Nepal,19,17200
5137,Diego Garcia,1950,20900
5138,Kathmandu,1940,22200
5139, Panama,20,12400
5140, New Caledonia,20,5400
5141, Aruba,19,9300
5142, Turkey,19,17200
5143, Nepal,20,9300
5144, Kiribati,20,9300
5145, Brunei,19,17200
5146, British Indian Ocean Territory,19,20900
5147,Kathmandu,1930,11600
5148, Singapore,20,3100
5149, Mauritius,20,9300
5150, Dominica,19,3100
5151, Gibraltar,19,12400
5152, Norway,20,34400
5153,Nassau,1930,12400
5154, Mozambique,20,11600
5155, Ethiopia,19,9300
5156, Kosovo,20,22200
5157, Cuba,19,11600
5158, United Arab Emirates,19,3100
5159, Hong Kong S.A.R.,20,11600
5160, Montserrat,20,43100
5161, Monaco,19,11600
5162, Thailand,20,17200
5163, Bosnia and Herzegovina,20,12400
5164, Korea North,20,12400
5165,Tehran,1930,3100
5166,Porto-Novo,1930,17200
5167, Guinea,20,9300
5168, Nicaragua,20,24100
5169, Norfolk Island,19,24100
5170,Gaborone,1950,22200
5171, Afghanistan,20,9300
5172, Zambia,20,11600
5173, Tajikistan,19,20900
5174, Iceland,19,11600
5175, Guinea-Bissau,19,17200
5176,Port-aux-Francais,1930,22200
5177, Czech Republic,19,11600
5178,Malabo,1920,25800
5179, Greenland,19,24100
5180, Man (Isle of),20,12400
5181, Kuwait,20,12400
5182, Norway,19,20900
5183, Antigua And Barbuda,20,9000
5184, Cook Islands,19,11600
5185, Virgin Islands (US),20,22200
5186, Brunei,20,17200
5187, Brunei,20,22200
5188, Guadeloupe,20,9300
5189, Lesotho,20,11600
5190, Zimbabwe,20,11600
5191, South Africa,20,9300
5192,Roseau,1900,9300
5193, Caribbean,18,9300
5194, Canada,20,34700
5195, Dominican Republic,20,11600
5196, Brazil,19,12400
5197,Kampala,1940,9000
5198, Slovenia,20,6500
5199, Bolivia,20,9300
5200, Puerto Rico,20,9000
5201, Saint Pierre and Miquelon,20,34400
5202,Banjul,1900,3100
5203, Kazakhstan,20,24100
5204, Russia,19,9300
5205, Taiwan,20,9300
5206, France,20,12400
5207, Sweden,20,34700
5208, Greenland,20,12400
5209, Suriname,20,11600
5210,Vienna,1930,9300
5211, British Indian Ocean Territory,19,38600
5212, Aruba,19,17200
5213, Jordan,19,12400
5214, Malawi,20,24100
5215,Mogadishu,1940,3100
5216, United Kingdom,19,11600
5217, Chad,20,3100
5218, Egypt,20,5400
5219,Nassau,1930,25800
5220, Reunion,19,38600
5221, Palau,19,9000
5222, Reunion,20,12400
5223, Spain,20,9000
5224, Palau,19,34400
5225,Bern,1910,6500
5226, Madagascar,19,17200
5227,Dakar,1930,9000
5228,Vaduz,1930,5400
5229, Trinidad And Tobago,20,3100
5230, Kazakhstan,20,12400
5231, Gibraltar,20,9300
5232, Korea North,19,12400
5233,Sofia,1930,34400
5234, Malta,19,11600
5235, Belarus,20,5400
5236, Ireland,20,5400
5237, Togo,19,9300
5238,Kingston,1940,9300
5239, Turks And Caicos Islands,19,20900
5240, United Kingdom,20,9000
5241, Liberia,20,6500
5242, Vietnam,20,9300
5243, Thailand,19,3100
5244,West Island,1930,17200
5245, Cape Verde,20,9000
5246, Virgin Islands (British),20,12400
5247,Port Moresby,1960,22200
5248, Congo The Democratic Republic Of The,19,25800
5249, Martinique,19,5400
5250, Uruguay,19,11600
5251, French Polynesia,20,9300
5252, Armenia,20,34400
5253, Moldova,19,12400
5254, Venezuela,20,17200
5255, Malaysia,20,20900
5256,Managua,1940,9300
5257,Dodoma,1930,34400
5258, Eritrea,20,20900
5259, Poland,19,9000
5260, Venezuela,19,9000
5261, Caribbean,18,24100
5262, Virgin Islands (British),20,11600
5263, Saint Lucia,20,17200
5264, Monaco,19,9000
5265, Saint-Martin (French part),20,17200
5266, Lithuania,20,9000
5267,Kralendijk,1930,9000
5268, Poland,19,9300
5269,Majuro,1900,24100
5270, Korea North,19,5400
5271, United Kingdom,20,17200
5272, New Zealand,19,17200
5273, Lesotho,20,34400
5274, Norway,20,9300
5275, Oman,20,9000
5276,Baku,1920,24100
5277, Ireland,20,6500
5278, Haiti,19,9300
5279, Reunion,19,12400
5280,Sofia,1930,22200
5281,Colombo,1940,9300
5282,Ashgabat,1940,25800
5283, Mauritius,19,11600
5284, Nigeria,20,12400
5285, Antigua And Barbuda,19,17200
5286,Saipan,1930,20900
5287,Hagatna,1940,9000
5288, Turks And Caicos Islands,20,6500
5289,Saint-Denis,1920,5400
5290, Greece,19,20900
5291, Reunion,20,9300
5292, Turks And Caicos Islands,19,6500
5293, Yemen,20,9300
5294, French Southern Territories,19,6500
5295,Jamestown,1930,12400
5296,Majuro,1930,3100
5297, Tanzania,19,20900
5298, Kyrgyzstan,19,22200
5299,Suva,1930,17200
5300, Ireland,20,11600
5301, Italy,19,17200
5302,Bishkek,1950,11600
5303,Ankara,1920,11600
5304, Ethiopia,20,17200
5305,Kingston,1920,9300
5306, Denmark,20,9300
5307, Vatican City State (Holy See),20,9000
5308, Georgia,20,9300
5309, Syria,19,9300
5310, Georgia,19,9300
5311, Christmas Island,20,3100
5312, British Indian Ocean Territory,20,5400
5313,"Douglas, Isle of Man",1930,6500
5314, Sri Lanka,19,9300
5315, Monaco,20,9000
5316,Minsk,1920,24100
5317,Skopje,1940,12400
5318, Swaziland,19,6500
5319, Jordan,20,24100
5320, Sierra Leone,20,9000
5321, Macedonia,19,9300
5322, South Sudan,20,3100
5323,Noumea,1950,9300
5324,Tehran,1920,11600
5325, Southern Europe,18,17200
5326, Western Sahara,19,3100
5327, Azerbaijan,19,22200
5328, New Caledonia,20,12400
5329, Finland,20,25800
5330, Gambia The,20,12400
5331, Nepal,20,9300
5332,El-Aaiun,1940,11600
5333, Rwanda,20,22200
5334,Athens,1920,22200
5335, San Marino,19,17200
5336, Luxembourg,20,17200
5337, Canada,20,22200
5338, Mali,20,42800
5339, Turkmenistan,20,3100
5340, Sudan,20,20900
5341, Gibraltar,20,6500
5342, Angola,20,22200
5343,Bujumbura,1940,9300
5344, Guinea-Bissau,20,9300
5345, East Timor,20,17200
5346, Malawi,19,6500
5347, Saudi Arabia,20,34400
5348,Yamoussoukro,1910,5400
5349, Bhutan,20,34400
5350, Guernsey and Alderney,20,17200
5351, Saint Vincent And The Grenadines,20,9000
5352, Kiribati,19,24100
5353, Belize,20,20900
5354,Caracas,1900,5400
5355, Pakistan,20,11600
5356, Burkina Faso,20,9300
5357, Mauritania,19,9000
5358, Guatemala,20,9300
5359, Malawi,19,24100
5360, Poland,20,6500
5361, Mauritius,20,9300
5362, Denmark,20,11600
5363, Dominican Republic,20,20900
5364,Paris,1910,9000
5365,Hamilton,1930,22200
5366,Castries,1940,9000
5367, Nigeria,19,22200
5368,Bujumbura,1940,9000
5369,Kathmandu,1950,25800
5370,Belgrade,1940,17200
5371, Kazakhstan,20,17200
5372,Nassau,1950,20900
5373, Western Africa,21,20900
5374, El Salvador,20,22200
5375, Cyprus,20,20900
5376, Tunisia,19,22200
5377, San Marino,20,11600
5378, Monaco,19,9300
5379, Grenada,20,20900
5380, Mongolia,19,6500
5381, Romania,20,9300
5382, Niger,20,12400
5383, Saint-Barthelemy,20,9300
5384, Slovenia,20,12400
5385,Valletta,1930,9300
5386, Latvia,19,11600
5387, Saint Vincent And The Grenadines,20,11600
5388, Seychelles,19,3100
5389,Nuku'alofa,1930,34400
5390, Azerbaijan,20,9300
5391, Panama,19,11600
5392, Burundi,19,6500
5393, Samoa,19,9000
5394, American Samoa,20,24100
5395, French Guiana,20,22200
5396, Uzbekistan,19,5400
5397, Falkland Islands,20,20900
5398, Mongolia,19,20900
5399, Bahamas The,20,9300
5400, Kazakhstan,19,9300
5401, Christmas Island,19,12400
5402, Ethiopia,19,22200
5403,Cairo,1920,25800
5404, Kosovo,19,9000
5405, Middle Africa,18,9300
5406, Singapore,20,9300
5407, Aruba,20,12400
5408, Montenegro,19,11600
5409, Cote D'Ivoire (Ivory Coast),19,9000
5410,Hanoi,1930,9000
5411,Skopje,1930,11600
5412, Bhutan,20,22200
5413, Georgia,20,20900
5414,New Delhi,1920,11600
5415, French Polynesia,20,9300
5416, Antigua And Barbuda,20,9300
5417, Burundi,20,20900
5418, Afghanistan,19,17200
5419, Iraq,20,20900
5420, Netherlands The,19,9000
5421,Nuuk,1950,11600
5422, Swaziland,19,9300
5423,Moscow,1930,11600
5424, Bolivia,20,22200
5425, Saudi Arabia,19,39500
5426, Congo,19,9000
5427, Australia,20,43100
5428, Poland,20,11600
5429,Tunis,1950,17200
5430, Madagascar,20,9000
5431, Mongolia,19,6500
5432, Croatia (Hrvatska),19,9000
5433, Seychelles,19,5400
5434, Swaziland,19,17200
5435,Tehran,1920,25800
5436, Caribbean,21,12400
5437,Sucre,1920,6500
5438, Chad,20,6500
5439, Philippines,19,9000
5440, Moldova,19,12400
5441,Rome,1930,49000
5442, Canada,20,34400
5443, Sri Lanka,19,9300
5444, Taiwan,20,11600
5445,Athens,1920,24100
5446, Rwanda,20,34400
5447, French Southern Territories,19,11600
5448, Sri Lanka,19,12400
5449, Western Sahara,19,9300
5450, Brunei,20,20900
5451, Micronesia,19,6500
5452, Christmas Island,19,9300
5453, Palau,20,24100
5454,Khartoum,1940,17200
5455, Lithuania,19,38600
5456,Beijing,1920,20900
5457, Falkland Islands,20,9300
5458, Belarus,19,9000
5459, Nicaragua,19,9300
5460,Zagreb,1920,6500
5461, Sierra Leone,19,11600
5462,Bern,1910,25800
5463, Tonga,19,5400
5464, Nigeria,19,6500
5465, Djibouti,20,20900
5466, Zambia,19,6500
5467, Mexico,20,12400
5468, Indonesia,20,3100
5469,Saint Helier,1950,9300
5470, Jordan,20,22200
5471, Congo,20,20900
5472, Afghanistan,19,9000
5473, Cook Islands,20,25800
5474,Yamoussoukro,1930,11600
5475, China,20,6500
5476, Montserrat,20,20900
5477, Western Sahara,20,24100
5478,Hagatna,1920,12400
5479, Oman,20,11600
5480, South Sudan,20,12400
5481,Nassau,1930,20900
5482, Zambia,19,11600
5483, Marshall Islands,20,22200
5484, Micronesia,19,20900
5485, El Salvador,20,3100
5486, Montenegro,20,12400
5487, Costa Rica,19,9300
5488, Saint-Barthelemy,20,24100
5489, Syria,19,9300
5490, Seychelles,20,6500
5491, Germany,19,9300
5492, Congo,20,6500
5493,Tallinn,1930,17200
5494, Namibia,19,11600
5495, Northern Europe,18,11600
5496,Praia,1950,12400
5497, Grenada,20,25800
5498, Macau S.A.R.,19,20900
5499, Kuwait,20,6500
5500, Eritrea,20,9300
5501, Yemen,20,20900
5502, South Georgia,20,5400
5503, Samoa,20,11600
5504, Macau S.A.R.,19,38600
5505, Bahrain,20,34400
5506,Hong Kong,1940,24100
5507, Burundi,20,9300
5508,Luxembourg,1930,34700
5509,Sarajevo,1920,3100
5510, Gibraltar,20,9300
5511, Montserrat,20,9300
5512,Majuro,1900,6500
5513, Libya,20,34400
5514,Brasilia,1940,11600
5515, Belarus,20,9000
5516,Tegucigalpa,1920,17200
5517, Australia,20,9000
5518,Abu Dhabi,1930,12400
5519, Western Asia,18,11600
5520, Thailand,20,5400
5521, Gambia The,19,34700
5522, Haiti,20,5400
5523, New Caledonia,19,12400
5524, Slovenia,20,9000
5525, Montenegro,19,17200
5526,Nuku'alofa,1930,9300
5527, Peru,20,6500
5528, Comoros,20,34700
5529, Nauru,20,6500
5530, Ghana,19,9000
5531,Roseau,1920,24100
5532," Bonaire, Sint Eustatius and Saba",19,9000
5533, Saint Lucia,20,39500
5534, Brunei,19,9300
5535, Iran,19,9000
5536,George Town,1940,6500
5537, Equatorial Guinea,19,6500
5538,Cairo,1920,9000
5539, Montenegro,19,22200
5540, Botswana,20,17200
5541, Uruguay,20,12400
5542, Macau S.A.R.,19,9000
5543, Gibraltar,20,11600
5544, Syria,19,20900
5545, Senegal,19,17200
5546, Montenegro,19,11600
5547, Solomon Islands,19,9300
5548, Bolivia,20,17200
5549,Athens,1930,11600
5550,Kralendijk,1930,24100
5551, South Sudan,19,22200
5552, Australia,19,20900
5553, Mauritania,19,9300
5554,Marigot,1900,12400
5555,Adamstown,1930,11600
5556, Macau S.A.R.,19,9000
5557, Maldives,19,11600
5558, Brunei,20,20900
5559, Bolivia,20,20900
5560, Kyrgyzstan,20,11600
5561, Bolivia,19,9300
5562, Mexico,19,11600
5563, Cameroon,20,20900
5564, Vatican City State (Holy See),20,9300
5565, Guinea,19,45500
5566, Saudi Arabia,20,25800
5567, Curaçao,19,6500
5568, Venezuela,19,12400
5569,N'Djamena,1950,22200
5570, Slovakia,19,20900
5571, Egypt,20,20900
5572,Philipsburg,1940,20900
5573, Ecuador,19,22200
5574, Denmark,20,24100
5575,Saint Helier,1930,22200
5576,Port-au-Prince,1940,9000
5577, Nigeria,20,5400
5578, Belize,20,22200
5579, Paraguay,20,38600
5580, Burkina Faso,19,22200
5581, Turks And Caicos Islands,20,24100
5582, Japan,19,11600
5583, Christmas Island,19,12400
5584, Saint Pierre and Miquelon,20,9300
5585, Turkey,19,22200
5586, Turkey,20,24100
5587,Washington,1920,9300
5588, Western Sahara,19,3100
5589, Aland Islands,20,11600
5590, Bahamas The,19,9000
5591, Bhutan,20,17200
5592,Dakar,1940,17200
5593,Honiara,1950,12400
5594, Qatar,19,12400
5595, Aland Islands,19,22200
5596, Korea North,20,6500
5597, Nigeria,19,9300
5598, Montserrat,20,20900
5599,Port-aux-Francais,1930,9300
5600, Rwanda,19,34400
5601, Solomon Islands,20,9300
5602, Niue,19,9300
5603, Martinique,19,11600
5604,Hong Kong,1920,6500
5605, Portugal,20,42800
5606, Switzerland,20,5400
5607,San Jose,1930,9000
5608,Abuja,1920,9300
5609,Addis Ababa,1930,11600
5610, Brunei,20,24100
5611, Chad,20,24100
5612,Melekeok,1940,3100
5613,Tehran,1930,24100
5614, Malta,19,17200
5615, Libya,19,5400
5616, South Sudan,20,11600
5617,Riyadh,1940,9000
5618, Lebanon,20,25800
5619,Palikir,1930,22200
5620, Sudan,19,6500
5621, Moldova,20,6500
5622, Portugal,20,11600
5623, Malawi,20,17200
5624, Sint Maarten (Dutch part),20,11600
5625, Afghanistan,19,20900
5626, Luxembourg,20,24100
5627, Saint Kitts And Nevis,19,24100
5628, Oceania,18,24100
5629,Tallinn,1930,12400
5630, Falkland Islands,20,9300
5631, Saint Helena,20,34700
5632, Estonia,20,6500
5633, East Timor,19,9000
5634, Albania,19,12400
5635, Switzerland,20,9000
5636, Slovenia,19,5400
5637, Aland Islands,20,9000
5638,Bissau,1940,20900
5639,Moscow,1940,11600
5640, Angola,20,20900
5641,Sofia,1930,25800
5642, Korea South,20,20900
5643, Central America,18,9300
5644, Sweden,20,6500
5645, Malta,20,12400
5646,Kigali,1920,12400
5647, Cambodia,19,25800
5648, Tunisia,20,11600
5649, Mauritius,19,6500
5650, Liechtenstein,19,17200
5651, Norfolk Island,20,22200
5652, Equatorial Guinea,20,5400
5653,Dakar,1940,9300
5654, Fiji Islands,19,5400
5655, Indonesia,20,20900
5656, Dominican Republic,20,9300
5657, Botswana,20,11600
5658, Syria,20,11600
5659, Vanuatu,20,6500
5660,Libreville,1940,9000
5661, Armenia,19,11600
5662, Syria,20,22200
5663, Saint Kitts And Nevis,19,9300
5664, Cuba,19,12400
5665, Cote D'Ivoire (Ivory Coast),20,11600
5666,Avarua,1940,25800
5667,Stockholm,1930,9300
5668, Gibraltar,19,5400
5669, Netherlands The,20,22200
5670,Prague,1920,12400
5671,Stanley,1940,17200
5672, Lebanon,20,3100
5673, Tonga,19,9300
5674, India,19,11600
5675,Funafuti,1920,9000
5676, Sao Tome and Principe,20,6500
5677, Philippines,20,12400
5678, South Africa,19,12400
5679, Mongolia,19,11600
5680, Oman,20,6500
5681, Macau S.A.R.,19,22200
5682, Jordan,20,9300
5683, Greece,19,22200
5684,Tirana,1940,11600
5685,Macao,1900,11600
5686,Kingston,1940,12400
5687, Malaysia,20,20900
5688, Liechtenstein,19,3100
5689,Bangkok,1930,9000
5690, Wallis And Futuna Islands,20,20900
5691, Rwanda,20,9300
5692, Anguilla,20,24100
5693,Riyadh,1940,6500
5694, Tanzania,19,3100
5695, Marshall Islands,20,5400
5696, San Marino,20,24100
5697,Roseau,1910,22200
5698, Caribbean,19,6500
5699, Jordan,20,9300
5700, Niue,19,6500
5701,Sarajevo,1920,20900
5702, Romania,20,5400
5703, Ireland,19,5400
5704, Turkey,20,5400
5705,Juba,1970,6500
5706, Saint Kitts And Nevis,19,5400
5707, Myanmar,19,9300
5708,Torshavn,1930,12400
5709, Denmark,19,17200
5710, Netherlands The,20,9300
5711,Luanda,1930,5400
5712, Guadeloupe,19,20900
5713, Bolivia,20,12400
5714,Riyadh,1940,9000
5715,Georgetown,1920,17200
5716, Samoa,20,20900
5717, Tuvalu,20,24100
5718, Saint Pierre and Miquelon,19,9300
5719, Virgin Islands (US),20,20900
5720, Taiwan,20,3100
5721, Costa Rica,19,11600
5722,Riga,1930,34400
5723, Malaysia,20,20900
5724,Mogadishu,1940,6500
5725, Equatorial Guinea,19,38600
5726, United Arab Emirates,20,11600
5727,Luanda,1940,24100
5728, Spain,20,5400
5729, Guam,19,9000
5730, Saint Kitts And Nevis,19,22200
5731, Eritrea,20,9300
5732, Fiji Islands,19,12400
5733, Europe,21,11600
5734,Libreville,1940,9300
5735, Bosnia and Herzegovina,20,17200
5736,Ouagadougou,1940,5400
5737, Bahamas The,20,24100
5738,Castries,1940,9300
5739, Yemen,20,12400
5740, Poland,20,12400
5741, Liechtenstein,20,9000
5742, Paraguay,20,20900
5743, Virgin Islands (US),20,3100
5744,Charlotte Amalie,1940,17200
5745, Australia,20,6500
5746, Honduras,20,6500
5747, Greenland,20,6500
5748, Gambia The,20,9000
5749,Praia,1950,12400
5750, Benin,19,17200
5751, Kosovo,20,17200
5752,Bogota,1950,22200
5753,Baku,1940,42800
5754,Montevideo,1930,9300
5755,Vientiane,1940,17200
5756, Honduras,19,11600
5757, Kuwait,19,6500
5758, Trinidad And Tobago,19,9300
5759, Wallis And Futuna Islands,20,20900
5760, Sint Maarten (Dutch part),19,17200
5761, Liechtenstein,19,9300
5762, Nauru,20,17200
5763,Kingston,1920,6500
5764, Saint Vincent And The Grenadines,20,9300
5765, Norway,19,6500
5766, Eastern Europe,18,20900
5767,Belgrade,1950,3100
5768, Mozambique,20,11600
5769, Japan,19,5400
5770, Egypt,20,20900
5771, Bolivia,20,5400
5772, Mexico,20,17200
5773, Chad,20,6500
5774,Hagatna,1920,11600
5775, Curaçao,19,17200
5776,Nay Pyi Taw,1910,34400
5777,Skopje,1920,34400
5778, Belize,19,5400
5779, Somalia,19,9300
5780, Israel,20,9300
5781,Nuku'alofa,1930,12400
5782, Eritrea,20,17200
5783, Gabon,19,9300
5784,Monaco,1950,24100
5785, Bermuda,20,9300
5786, Guyana,19,11600
5787, Swaziland,20,20900
5788, Sudan,20,11600
5789,George Town,1940,9300
5790, Taiwan,20,12400
5791, Canada,20,9000
5792,Dhaka,1930,17200
5793, Jersey,19,9300
5794, Madagascar,19,11600
5795, Kuwait,20,9300
5796,Adamstown,1930,6500
5797,Apia,1930,11600
5798, Nepal,20,12400
5799, Falkland Islands,20,12400
5800, United Arab Emirates,20,12400
5801, Turkey,19,12400
5802,Kathmandu,1930,17200
5803, Venezuela,19,20900
5804, Africa,18,6500
5805, Brazil,20,9000
5806,Georgetown,1940,9300
5807, Greenland,20,11600
5808,Dhaka,1920,3100
5809, Liechtenstein,20,9000
5810, Ukraine,20,24100
5811, Bahamas The,20,11600
5812,Riga,1930,9000
5813, Iran,19,6500
5814, Egypt,20,12400
5815, Cambodia,19,9300
5816, Germany,20,11600
5817,Port-au-Prince,1940,6500
5818, Saint-Martin (French part),20,24100
5819, Algeria,20,11600
5820, Africa,18,11600
5821,Athens,1910,3100
5822,Oranjestad,1930,24100
5823,Hagatna,1920,20900
5824, Northern Mariana Islands,20,22200
5825, French Southern Territories,19,3100
5826, Ukraine,20,11600
5827,Nassau,1930,9300
5828, Mozambique,20,17200
5829, French Southern Territories,20,5400
5830, Chile,20,34400
5831, Venezuela,20,5400
5832, Saint Pierre and Miquelon,20,9000
5833,Buenos Aires,1930,22200
5834, Eastern Africa,18,17200
5835, Djibouti,20,5400
5836, Germany,20,3100
5837, Gambia The,20,9000
5838, Caribbean,21,3100
5839, Sudan,20,9300
5840, Mauritania,20,3100
5841, Africa,21,11600
5842, Kenya,20,9000
5843, Palau,20,5400
5844,Luxembourg,1930,17200
5845, Pakistan,20,9300
5846, France,20,11600
5847, Montserrat,20,9300
5848, Guatemala,20,12400
5849,Bishkek,1930,24100
5850, Wallis And Futuna Islands,20,17200
5851,Maputo,1930,20900
5852,Sofia,1920,9300
5853, Romania,20,9300
5854, South Africa,20,17200
5855, Angola,19,17200
5856,Dodoma,1930,9000
5857,Luxembourg,1930,12400
5858,Kingston,1930,43100
5859, Vietnam,20,24100
5860, Guernsey and Alderney,20,11600
5861, Portugal,19,9000
5862, Armenia,19,11600
5863,Kiev,1930,9000
5864, Monaco,20,9300
5865, Guinea,20,9000
5866, Liechtenstein,20,24100
5867,Torshavn,1920,6500
5868,Monaco,1930,6500
5869, Sint Maarten (Dutch part),20,9300
5870, Honduras,20,11600
5871,Tunis,1940,3100
5872, Grenada,20,22200
5873, Namibia,20,9000
5874, Maldives,20,38600
5875, Saudi Arabia,20,17200
5876,East Jerusalem,1930,34400
5877, Mauritius,19,39500
5878, Comoros,20,11600
5879,Ashgabat,1940,6500
5880,Port-aux-Francais,1930,11600
5881, Venezuela,20,6500
5882,Caracas,1900,34400
5883, Uganda,20,11600
5884, Saint Vincent And The Grenadines,20,9300
